,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
4761,PTN LT 5 PL LMP24916 (PL LMP41935),LMP24918,7892-0609,Multiple Facilities,E1995-0132,Municipal Right of Way,Registered,6,1995
4762,E 5 FT LT 75 PL 16940,,2054-002,Sanitary,E1986-0237,Municipal Right of Way,Registered,1.524,1956
4763,PTN LT 1 PL LMP25504,LMP25505,5350-001,Multiple Facilities,E1994-0138,Municipal Right of Way,Registered,0,1995
4764,PTN LT 9 PL 22553 (GVS&DD),42857,5350-001,Sanitary,E1993-0195,Municipal Right of Way,Initiated,0,
4765,PTN N 1/2 LT 2 PL 4217 (LT 60 PL 46548),45977,3155,Multiple Facilities,E1974-0282,Municipal Right of Way,Registered,0,1974
4766,PTN LT 13 PL 5946 (LT46 PLLMP42576),LMP40755,7896-0094,Drainage,E1999-0060,Municipal Right of Way,Registered,5,1999
4767,PTN LOT 16 PLAN 16581,70340,4884-457,Drainage,E1984-0177,Municipal Right of Way,Registered,4.5,1985
4768,PTN L 35 PL25218,LMP11441,7891-0514,Drainage,E1993-0325,Municipal Right of Way,Registered,VAR,1993
4769,PTN LT 6 PL 6951 (PL LMP54581),LMP53745,7898-0245,Multiple Facilities,E2002-0164,Municipal Right of Way,Registered,0.5,2002
4770,N 20 FT & W 3 FT LT 10 PL 17871,,2054-002,Drainage,E1986-0972,Municipal Right of Way,Registered,0,1957
4771,PTN LT 9 PL 85024 (LT 1 PL LMP4992),LMP3075,7888-0444,Public Access,E1992-0041,Municipal Right of Way,Registered,5,1992
4772,W 10 FT LT 4 BLK 3 PL 454,,3519,Sanitary,E1974-0266,Municipal Right of Way,Registered,3.048,1977
4773,PTN LT 28 PL 1250 (LT 7 PL 86839),84485,7889-0087,Public Access,E1990-0090,Municipal Right of Way,Registered,7.5,1990
4774,PTN LT 35 PL 39168 (LT 1 PL LMP36661),LMP35609,7896-0289,Drainage,E1997-0326,Municipal Right of Way,Registered,5,1997
4775,PTN LT 2 PL 74966,BCP17775,7803-0312,Multiple Facilities,E2005-0308,Municipal Right of Way,Registered,3.0,2005
4776,PTN LT 5 PL 2425,BCP19626,7804-0400,Passage,E2005-0482,Municipal Right of Way,Registered,2.0,2005
4777,PTN REM B PL 3190 (LT 147 PL 40653),36929,1907,Multiple Facilities,E1970-0023,Municipal Right of Way,Partial Release,1.524,1970
4778,PTN LT A PL BCP11404,BCP11406,7803-0153-00,Passage,E2004-0113,Municipal Right of Way,Registered,VAR,2004
4779,PTN LT H RP 15120,75932,5350-001,Drainage,E1987-0239,Municipal Right of Way,Registered,0,1987
4780,PTN S 1/2 LT 15 PL 1605 (LT 215 PL55504),55038,9350,Multiple Facilities,E1978-0388,Municipal Right of Way,Registered,4.572,1978
4781,PTN LT 26 PL LMP54136,LMP54137,7891-0511,Drainage,E2002-0198,Municipal Right of Way,Registered,5,2002
4782,N 10 FT LOT 3 PLAN 20341,,3063,Sanitary,E1972-0151,Municipal Right of Way,Registered,3.048,1972
4783,PTN LOT 33 PLAN 6630,53007,4515,Sanitary,E1977-0715,Municipal Right of Way,Registered,1.524,1977
4784,PTN Pcl A (H49402E) LT 2 PL 3088,LMP7520,7890-0023,Water,E1993-0151,Municipal Right of Way,Registered,1.5,1993
4785,PTN LT 32 BLK 5 PL 1755 (LT 1 RP84632),53133,4515,Multiple Facilities,E1977-0792,Municipal Right of Way,Registered,2.134,1977
4786,PTN LT 4 PL BCP8751 (BCP26477),BCP25326,0410-20,Public Access,E2006-0464,Municipal Right of Way,Registered,3.32,2006
4787,PTN LT 196 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0266,Municipal Right of Way,Registered,0.5,2003
4788,E 8 Ft LT 94 PL 48035 (LT 192 PL 57384),,3637,Road,E1976-0068,Municipal Right of Way,Registered,2.438,1976
4789,W 4 FT LT 13 BLK 4 PL 17900,,2054-002,Multiple Facilities,E1985-0387,Municipal Right of Way,Registered,1.219,1957
4790,PTN E 1/2 LT 1 PL 9469,EPP78822,1717-3020-00,Unknown,E2017-0336,Municipal Right of Way,Initiated,2.0,2018
4791,PTN LT 7 PL 2518 (NW704-NW705),49087,3561,Multiple Facilities,E1975-0402,Municipal Right of Way,Registered,1.524,1976
4792,PTN LT 4 PL 10377,EPP78823,1717-3020-00,Unknown,E2017-0332,Municipal Right of Way,Initiated,VAR,2018
4793,N 6 FT LT 21 PL 19690,,2054-002,Multiple Facilities,E1986-0203,Municipal Right of Way,Registered,1.829,1959
4794,PTN (10 FT WIDE) LT 60 PL 38723,38910,2429,Drainage,E1970-0142,Municipal Right of Way,Registered,3.048,1971
4795,PTN LT 10 PL LMP2240,LMP3006,7889-0571,Drainage,E1991-0412,Municipal Right of Way,Registered,0,1992
4796,PTN LT 6 PL 7336 (LT 1 PL LMP21992),LMP20320,7893-0449,Multiple Facilities,E1994-0307,Municipal Right of Way,Registered,0,1995
4797,PTN LT 4 PL 9439 (LT 46 PL 59836),59698,A066,Multiple Facilities,E1980-0203,Municipal Right of Way,Registered,5,1980
4798,PTN LT 6 PL 1556 (GVS & DD),44907,2054-002,Sanitary,E1986-0538,Municipal Right of Way,Registered,0,1974
4799,,186429C,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,
4800,PTN LT E PL 21180 (PL 49378),48922,4084,Multiple Facilities,E1975-0387,Municipal Right of Way,Registered,3.048,1975
4801,PTN LT C PL 7167,LMP33343,4896-213,Drainage,E1996-0275,Municipal Right of Way,Registered,4,1997
4802,PTN LT 3 PL 16639 (LTS 13 & 15 PL 83423),81910,7888-0554,Sanitary,E1989-0256,Municipal Right of Way,Registered,0,1989
4803,S 7 FT LOT 37 PLAN 6630,,4515,Sanitary,E1977-0897,Municipal Right of Way,Registered,2.134,1977
4804,PTN LT 2 PL 10377,EPP78825,1717-3020-00,Unknown,E2017-0330,Municipal Right of Way,Initiated,2.0,2018
4805,PTN LT 9 PL 2559,56695,4516,Sanitary,E1978-0219,Municipal Right of Way,Registered,0,1979
4806,PTN LT 1 PL 15725,EPP78827,1717-3020-00,Unknown,E2017-0326,Municipal Right of Way,Initiated,5.0,2018
4807,PTN LT 19 PL 18413 (LT 20-21 PL 72451),71788,7885-5720,Multiple Facilities,E1986-0932,Municipal Right of Way,Registered,0,1986
4808,PTN LT C RP3640 ( LT 13 PL LMP47788),LMP47215,7899-0199,Multiple Facilities,E2000-0250,Municipal Right of Way,Acquired,0,2000
4809,PTN LT 82 PL 67264,BCP20515,4703-504,Sanitary,E2005-0273,Municipal Right of Way,Registered,6.0,2006
4810,PTN LT REM A (2663533E),BCP21042,4802-004,Drainage,E2003-0541,Municipal Right of Way,Registered,0,2005
4811,PTN LT 30 PL 65142 (LT 12 PL 69765),69587,7883-452,Multiple Facilities,E1985-0044,Municipal Right of Way,Registered,0,1985
4812,PTN LT 4 PL8828,BCP8116,1797-308,Public Access,E2001-0013,Municipal Right of Way,Registered,1.5,2003
4813,PTN E 1/2 OF S 1/2 OF SUB 9,BCP20515,4703-504,Sanitary,E2005-0274,Municipal Right of Way,Registered,VAR,2005
4814,PTN LT 29 PL 11645 (LT 74-75 PL 49237),49102,3802,Multiple Facilities,E1975-0360,Municipal Right of Way,Registered,3.048,1975
4815,"PTN LT150 PL82870(LT41,42,120,121PL8457)",83681,7889-0016,Multiple Facilities,E1989-0518,Municipal Right of Way,Registered,6,1990
4816,PTN LT D PL 22620,LMP49571,4800-056,Drainage,E2000-0222,Municipal Right of Way,Registered,3.6,2001
4817,PTN L 2 PL20789,79653,5350-001,Water,E1992-0504,Municipal Right of Way,Registered,VAR,1992
4818,PTN LT 253 PL 49895,51079,3860,Drainage,E1976-0252,Municipal Right of Way,Registered,0,1976
4819,PT E 1/2 OF S 1/2 LS9 SEC 23 TP 1 NWD,BCP33449,7806-0194-00,Passage,E2007-1034,Municipal Right of Way,Registered,4.5,2007
4820,"PTN LT 6 PL 20878 (LTS 4, 10 PL LMP5233)",LMP5233,7887-2960,Drainage,E1992-0065,Municipal Right of Way,Registered,3,1992
4821,PTN LT 3 PL BC1107 CLSR SEMIAHMOO I. R.,81481,,Drainage,E1990-0048,Municipal Right of Way,Initiated,4,
4822,"PTN LT 97 PL 79445 (LTS 232,242 PL81151)",80617,7887-5631,Multiple Facilities,E1989-0038,Municipal Right of Way,Registered,1,1989
4823,PTN PCL A REF PL 7987 SEC 23 TP 1 NWD,BCP33449,7806-0194-00,Passage,E2007-1031,Municipal Right of Way,Registered,4.5,2006
4824,"PTN LT 3 PL 1362 (LTS 33,41 PL LMP12537)",LMP9451,7890-0403,Sanitary,E1993-0098,Municipal Right of Way,Registered,0,1993
4825,PTNS LT 1 PL 1438 (PL 48682),48334,3777,Multiple Facilities,E1975-0251,Municipal Right of Way,Registered,0,1975
4826,PTM REM 18 PL 2163 (LTS 23-25 PL 78853),77984,7887-3320,Multiple Facilities,E1988-0248,Municipal Right of Way,Registered,5,1988
4827,,313882C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
4828,,301949C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
4829,PTN E 1/2 LT30 PL2425 (LT 17&18 PL86912),85755,7888-0319,Multiple Facilities,E1990-0505,Municipal Right of Way,Registered,6,1990
4830,N 3m LT 47 PL 62708 (LT 1 RP78978),,5350-001,Drainage,E1987-0434,Municipal Right of Way,Registered,3,1987
4831,PTN LOT C PLAN 18150 (NW2290),65745,S206,Sanitary,E1982-0072,Municipal Right of Way,Registered,3,1983
4832,"PTN LT 4 PL 11520 ( LTS 1,3-8 PL 81545 )",77919,7887-4700,Drainage,E1988-0216,Municipal Right of Way,Registered,0,1988
4833,PTN LT 30 PL 64464(LT 7 PL 86982),86210,7889-0158,Multiple Facilities,E1990-0484,Municipal Right of Way,Registered,5,1990
4834,PTN LT B PL 12727,LMP27422,7893-0124,Multiple Facilities,E1996-0061,Municipal Right of Way,Registered,2.5,1996
4835,N 10 FT LT 144 PL 38523,38866,2005,Multiple Facilities,E1970-0135,Municipal Right of Way,Registered,3.048,1971
4836,PTN LT 4 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0240,Municipal Right of Way,Registered,0.5,2002
4837,PTN LT 3 PL 7987 (GVS & DD),42942,2054-002,Sanitary,E1986-1148,Municipal Right of Way,Registered,4.572,1973
4838,PTN LT 15 PL 47329 (LT 365-369 PL 67736),66071,7881-654,Multiple Facilities,E1983-0122,Municipal Right of Way,Registered,0,1983
4839,WESTERLY PTN LT 1 PL 8098,BCP890,7801-0125,Multiple Facilities,E2002-0435,Municipal Right of Way,Registered,1,2002
4840,PTN LT 51 PL 66833 (LTS 1 & 2 LMP36598),LMP32205,7892-0423,Multiple Facilities,E1997-0088,Municipal Right of Way,Registered,6,1997
4841,W 10 FT LT 18 BLK 8 PL 576,,3519,Sanitary,E1974-0264,Municipal Right of Way,Registered,3.048,1974
4842,PTN S 1/2 LT 29 PL 2824 (PL BCS480),LMP54059,7801-0264,Multiple Facilities,E2002-0394,Municipal Right of Way,Registered,0.94,2002
4843,E 5 FT LT 93 PL 33832,,,Drainage,E068-0061,Municipal Right of Way,Registered,1.524,1968
4844,PTN LOT 6 BK 4 PLAN 480,52945,4515,Sanitary,E1977-0528,Municipal Right of Way,Registered,1.524,1977
4845,PTN N 1/2 LS 7 (LT 59 PL 58381),57185,9444,Drainage,E1979-0136,Municipal Right of Way,Registered,3,1979
4846,PTN LT 12 PL 6216(LTS 2 - 3 PL 86956),81031,7888-0155,Public Access,E1989-0142,Municipal Right of Way,Registered,0,1990
4847,PTN LT 27 BLK 3 PL 529A,LMP52856,1797-316,Multiple Facilities,E2000-0220,Municipal Right of Way,Registered,6,2002
4848,PTN LT D PL 74360 (NW3087),74362,7886-2820,Road,E1987-0497,Municipal Right of Way,Registered,0,1987
4849,PTN (6 FT WIDE) LT 5 PL 4218 (PL 45342),42722,3202,Multiple Facilities,E1973-0215,Municipal Right of Way,Registered,1.829,1973
4850,N 10 FT LT 21 PL 16652,18255,2054-002,Sanitary,E1986-0401,Municipal Right of Way,Registered,3.048,1957
4851,PTN LT 34 PL 7224 (LT 20 PL 71619),71203,7885-288,Public Access,E1986-0268,Municipal Right of Way,Registered,0,1986
4852,PTN LT 7 PL 5888,BCP19484,7804-0255,Multiple Facilities,E2005-0429,Municipal Right of Way,Registered,0.5,2005
4853,PTN LT 1 PL 5524,BCP 20236,7804-0112-00,Passage,E2005-0475,Municipal Right of Way,Registered,VAR,2005
4854,PTN LT E PL RP5048,BCP21297,4802-054,Drainage,E2004-0008,Municipal Right of Way,Registered,VAR,2005
4855,PTN LT 3 PL 1962,BCP18605,7804-0160,Multiple Facilities,E2005-0358,Municipal Right of Way,Registered,0.5,2005
4856,PTN LT A PL LMP48373,BCP18081,7805-0048,Passage,E2005-0435,Municipal Right of Way,Registered,0.25,2005
4857,PTN LT 4 PL LMP38626,BCP19878,1704-3330,Retaining Wall,E2005-0116,Municipal Right of Way,Registered,VAR,2005
4858,PTN LT A PL 12102,BCP20097,7804-0112,Multiple Facilities,E2005-0450,Municipal Right of Way,Registered,0.7,2005
4859,PTN LT 9 PL 1361,BCP20246,7803-0259,Multiple Facilities,E2005-0533,Municipal Right of Way,Registered,1.0,2005
4860,PTN LT 4 PL 4483,BCP20238,7805-0034,Passage,E2005-0511,Municipal Right of Way,Registered,0,2005
4861,PTN (15 Ft WIDE) LT A RP8568 (GVS & DD),39422,2054-002,Sanitary,E1986-1155,Municipal Right of Way,Registered,4.572,1971
4862,PTN LT C PL 13385,BCP14936,7804-0024,Multiple Facilities,E2004-0611,Municipal Right of Way,Registered,1,2005
4863,PTN LT 5 PL 6022 (LMP14133 & LMP29951),LMP13175,7891-0534,Drainage,E1993-0420,Municipal Right of Way,Registered,0,1994
4864,PTN LT 2 PL 69013 (LT 8 PL 86398),85968,7889-0312,Water,E1990-0382,Municipal Right of Way,Registered,1.5,1990
4865,,335094C,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,
4866,PTN LT 26 PL 3736 (LT I PL BCP7205),60076,S002,Multiple Facilities,E1980-0191,Municipal Right of Way,Registered,4.5,1980
4867,PTN N 1/2 LT 10 PL 2817 (PL61141 & 83181,58537,S902,Sanitary,E1979-0152,Municipal Right of Way,Registered,3,1980
4868,PTN LT 1 PL LMP5880 (PL LMP45199),LMP13914,7889-0586,Public Access,E1993-0513,Municipal Right of Way,Registered,2,1996
4869,PTN LT 32 PL 22103 (LT 9 PL 78877),78829,7887-1440,Drainage,E1988-0321,Municipal Right of Way,Registered,0,1988
4870,PTN LT 4 PL 2365 (LMS2423),79228,4787-712,Sanitary,E1987-0253,Municipal Right of Way,Registered,3,1988
4871,PTN LT 19 PL 25472,82733,7886-5891,Water,E1989-0373,Municipal Right of Way,Registered,3,1989
4872,PTN LT 8 PL 41650 (LT 3 PL LMP3843),85430,7887-1990,Public Access,E1990-0279,Municipal Right of Way,Registered,5,1992
4873,PTN LT 7 PL 3558 (PL BCP8352),BCP6004,7898-0199,Multiple Facilities,E2003-0346,Municipal Right of Way,Registered,0,2003
4874,PTN LT 2 PL 8956 (LT 5 PL 75330),74831,7886-4240,Multiple Facilities,E1987-0249,Municipal Right of Way,Registered,0,1987
4875,"PTN REM 27 PL 2163 (LT K, L, M PL 73502)",72195,7885-5410,Sanitary,E1986-1409,Municipal Right of Way,Registered,0.5,1987
4876,PTN LT A PL RP2393,BCP2375,15146-127,Lease,E2003-0063,Municipal Right of Way,Registered,0,2003
4877,PTN LT 1 PL1090,LMP36195,4896-231,Drainage,E1996-0263,Municipal Right of Way,Registered,0,1997
4878,PTN LT 31 PL 79709,79710,7887-5230,Drainage,E1988-0517,Municipal Right of Way,Registered,6.45,1988
4879,W 8 FT LT 12 BLK 6 PL 15135,,2054-002,Sanitary,E1986-0766,Municipal Right of Way,Registered,2.438,1955
4880,PTN LT 9 PL 1827 (LT A PL 62770),61869,A398,Sanitary,E1981-0178,Municipal Right of Way,Registered,3,1981
4881,PTN LT 67 PL 43597 (LT 168 PL 61138),60713,A316,Water,E1980-0317,Municipal Right of Way,Registered,3,1981
4882,PTN LT 3 PL 11335 (LT 1 PL LMP14611),LMP12021,7890-0457,Drainage,E1993-0336,Municipal Right of Way,Registered,0,1994
4883,PTN LT 5 PL 5281 (LT 8 PL 83649),83097,7888-0497,Public Access,E1989-0423,Municipal Right of Way,Registered,0,1989
4884,PTN LT 15 PL 49521 (PL BCP488),LMP52383,7800-0307,Drainage,E2002-0061,Municipal Right of Way,Initiated,3,2002
4885,PTN REM T PL 24277,78675,7887-4120,Multiple Facilities,E1988-0379,Municipal Right of Way,Registered,5,1988
4886,PTN REM LS 2 (LT 70 & 74 PL 61491),61028,A246,Multiple Facilities,E1981-0022,Municipal Right of Way,Registered,3,1981
4887,PTN LT 2 PL 77725 (LT 12 PL 79732),79063,7887-2840,Public Access,E1988-0429,Municipal Right of Way,Registered,0,1988
4888,PTN LT A EP10124 (LT 3 PL LMP4111),LMP3030,7888-0564,Multiple Facilities,E1992-0028,Municipal Right of Way,Registered,0,1992
4889,S 5 FT LT 1 BLK 15 PL 16417,,2054-002,Multiple Facilities,E1986-0787,Municipal Right of Way,Registered,1.524,1956
4890,PTN LT 1 RP82063 (PL BCP13644),88173,4889-934,Multiple Facilities,E1989-0110,Municipal Right of Way,Registered,0,1993
4891,W 5 FT LT 48 PL 16940,,2054-002,Sanitary,E1986-0235,Municipal Right of Way,Registered,1.524,1956
4892,6 m WIDE PTN LT A RP3128,LMP16778,D-846,Hydrant,E1990-0531,Municipal Right of Way,Registered,6,1994
4893,PTN REM 6 PL 2138 (LT 389 PL 63042),62783,A531,Drainage,E1981-0308,Municipal Right of Way,Registered,3,1981
4894,PTN LT H RP4572 (GVS & DD),44907,2054-002,Sanitary,E1986-0542,Municipal Right of Way,Registered,6.096,1976
4895,PTN LT B PL 9616 (PL BCP13395),LMP53236,7801-0198,Public Access,E2002-0146,Municipal Right of Way,Registered,0,2002
4896,W 10 FT LT 113 BLK 4 PL 529A,,2785,Sanitary,E1971-0112,Municipal Right of Way,Registered,3.048,1972
4897,PTN LT 39 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0275,Municipal Right of Way,Registered,0,2002
4898,PTN LT C RP66757 (LT 62 PL 67200),66961,7882-264,Sanitary,E1983-0360,Municipal Right of Way,Registered,3,1983
4899,PTN LT F RP9031 (LT 1 PL LMP30003),LMP16267,7893-0309,Multiple Facilities,E1994-0117,Municipal Right of Way,Registered,9,1994
4900,PTN LT 5 PL 2939 (LT 38-39 PL 61305),60336,A-238,Multiple Facilities,E1980-0274,Municipal Right of Way,Registered,0,1980
4901,"PTN LT 1 PL 557 (PL LMP14438 , LMP22740)",LMP12812,7890-0339,Multiple Facilities,E1993-0462,Municipal Right of Way,Registered,0,1994
4902,PTN LT 2 PL 16088,LMP51551,7800-0265,Drainage,E2001-0301,Municipal Right of Way,Registered,0,2001
4903,PTN LT 29 PL 493 (LT A PL LMP33064),44906,2054-002,Sanitary,E1986-0511,Municipal Right of Way,Registered,4.572,1974
4904,"SC29,32,33BL1,SC5,7TP7,SC12-14,22,23TP1",8363,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1945
4905,PTN LT1 PL LMP,BCP7247,7901-0193,Sanitary,E2001-0329,Municipal Right of Way,Registered,0,2003
4906,PTN LT 19 PL 13390,LMP17764,1722-3002,Drainage,E1993-0494,Municipal Right of Way,Registered,15,1994
4907,W 10 FT LT 103 PL 25801,,,Sanitary,E066-0074,Municipal Right of Way,Registered,3.048,1966
4908,PTN LT 32 PL BCP5489,BCP6306,7801-0203,Multiple Facilities,E2003-0361,Municipal Right of Way,Registered,0.05,2003
4909,PTN LT 118 PL 48563 (PL 49956),48753,3436,Multiple Facilities,E1975-0413,Municipal Right of Way,Registered,4.572,1976
4910,PTN L 179 DL 51 GP 2 PL69839,BCP25256,5400-60,Multiple Facilities,E2006-0465,Municipal Right of Way,Registered,VAR,2006
4911,PTN W 5 FT N 1/2 LT A PL 8292(LMP52739),,4515,Sanitary,E1978-0076,Municipal Right of Way,Registered,1.524,1978
4912,PTN Rem 4 PL 7984 (GVS&DD),39020,5350-001,Sanitary,E1993-0189,Municipal Right of Way,Initiated,4.572,
4913,S 1.8m LT 23 PL 70044,70577,7883-438,Multiple Facilities,E1985-0360,Municipal Right of Way,Registered,1.8,1985
4914,PTN LOT 24 PL 1361,BCP14734,7804-0008,Multiple Facilities,E2004-0593,Municipal Right of Way,Registered,0.5,2005
4915,E 10 FT LT 67 PL 32691,,2054-002,Multiple Facilities,E1986-1382,Municipal Right of Way,Registered,3.048,1968
4916,PTN LT 51 PL 30413,BCP5787,5350-001,Multiple Facilities,E2004-0407,Municipal Right of Way,Registered,0,2003
4917,PTN W 504 FT LT D RP4674 (LT 83 PL66407),65583,7882-096,Multiple Facilities,E1983-0045,Municipal Right of Way,Registered,3,1983
4918,W 10 FT LT 109 PL 38555,,2077,Multiple Facilities,E1970-0144,Municipal Right of Way,Registered,3.048,1972
4919,PTN LT 4 PL 9136,50179,4266,Water,E1976-0119,Municipal Right of Way,Registered,0,1976
4920,PTN LT 11-12 PL 19177,29122,,Sanitary,E065-0031,Municipal Right of Way,Registered,0,1966
4921,PTN LT 74 PL 39547,39562,2054-002,Sanitary,E1986-0181,Municipal Right of Way,Registered,0,1971
4922,PTN LT C PL 13029 (LT254-259 PL 41914),41838,2958,Sanitary,E1972-0103,Municipal Right of Way,Registered,0,1972
4923,PTN LT 13 PL 3981,BCP15935,7803-0054,Multiple Facilities,E2005-0082,Municipal Right of Way,Registered,0,2005
4924,PTN LT K PL 10951,58534,208-1,Drainage,E1980-0013,Municipal Right of Way,Registered,3.658,1980
4925,PTN LT J PL 2107,LMP27202,7893-0196,Drainage,E1996-0045,Municipal Right of Way,Registered,5,1996
4926,PTN LT 21 PL 30826,56587,4516,Sanitary,E1978-0157,Municipal Right of Way,Registered,0,1979
4927,PTN LT A PL 70302 (LT 3 PL 83972),83210,7888-0642,Multiple Facilities,E1989-0447,Municipal Right of Way,Registered,7,1989
4928,W 5 FT S 1/2 LT A BK 8 PL 8292(LMP52739),,4515,Sanitary,E1978-0075,Municipal Right of Way,Registered,1.524,1977
4929,W 5 FT LT 1 BK 8 PL 480 (LT 1 LMP52739),,4515,Sanitary,E1978-0077,Municipal Right of Way,Registered,1.524,1978
4930,PTN (10 FT WIDE) LT B PL 16788(LMP19463),47704,3518,Sanitary,E1974-0254,Municipal Right of Way,Registered,3.048,1975
4931,PTN N 1/2 LT 11 PL 8054,EPP79320,1716-7110-00,Multiple Facilities,E2017-0567,Municipal Right of Way,Initiated,0.5,2018
4932,PTN LT A PL 1006 (LT A PL LMP25593),46459,3518,Sanitary,E1974-0341,Municipal Right of Way,Registered,3.048,1974
4933,PTN LT 5 PL 1438 (PL 48682),48334,3777,Multiple Facilities,E1975-0255,Municipal Right of Way,Registered,0,1975
4934,PTN W 1/2 LT 3 PL 12243 (GVWD)(PL 80699),51197,2054-002,Water,E1986-1057,Municipal Right of Way,Registered,6.096,1978
4935,PTN LT 34 PL 24998,LMP20251,7892-0094,Multiple Facilities,E1995-0002,Municipal Right of Way,Registered,0,1995
4936,PTN LOT 1 PLAN 8343,56602,4516,Multiple Facilities,E1978-0126,Municipal Right of Way,Registered,0,1979
4937,PTN LT 52 PL 64442 (LTS C & D PL 82215),79562,5687-3130,Sanitary,E1987-0333,Municipal Right of Way,Registered,3,1988
4938,PTN LT 2 PL 12726,52679,4515,Sanitary,E1977-0162,Municipal Right of Way,Registered,1.524,1977
4939,N 9M REM 2 PL 3636,,4885-594,Drainage,E1985-0405,Municipal Right of Way,Registered,9,1986
4940,N 10 FT LT 32 PL 16652,18255,2054-002,Sanitary,E1986-0390,Municipal Right of Way,Registered,3.048,1957
4941,PTN LS 1 SEC 21 (PL 57257),57154,9465,Drainage,E1979-0132,Municipal Right of Way,Partial Release,0,1979
4942,PTN LT 8 PL 2714 (LT 55-56 PL 64258),63975,7881-276,Multiple Facilities,E1982-0066,Municipal Right of Way,Registered,3,1982
4943,PTN LT 203 PL 58691 (LT 161 PL 59379),59010,9548,Multiple Facilities,E1980-0088,Municipal Right of Way,Registered,3,1980
