,ADJACENT_LAND_USE_RATING,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DEDICATED_URBAN_FOREST,DESCRIPTION,ESA_RANKING,EXPOSED_EDGE_LENGTH_M,FACILITYID,FOREST_AGE_CLASS,FOREST_TYPE,FRAGMENTATION_RATING,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,ISOLATION_RATING,LEGACYID,LOCATION,MAINTAINED_EDGE_LENGTH_M,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,NATURAL_AREA_TYPE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,PARK_NAME,PARK_OWNERSHIP,RIGHT_OF_WAY,RIPARIAN_AREA,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,TRAIL_PRESENT,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
220,1,,"access from private land, some grassland at N edge. ",,,,N,"Forest; 111E - Greenbelt, 13117 Crescent Rd",0,208,1001438803,Mature,Mixed,0,13117,0,,3,0711-000000154,Whole lot,,PARKS,,111,,20121016,Forest-mixed,"111E - Greenbelt, 13117 Crescent Rd",Park,PARKS,111E - Greenbelt,,N,N,80403,,,OPERATING,20010823113400,N,,,,,
221,3,,"Yard waste along forest edges (see map); regen. cedar, hemlock; 4m holly tree (see map for locat.); small wood platform in trees at T1/T3 junction  ",,,,N,"Forest; Northview Park, 11149 156 St",2,832,1001438808,Mature,Mixed,1,11149,0,,4,0711-000000524,Whole park,,PARKS,,014,,20121016,Forest-mixed,"Northview Park, 11149 156 St",Park,PARKS,Northview Park,,N,N,15600,,,OPERATING,20040824103700,Y,,,,,
222,2,,Large vine maple stem fallen near forest patch. ,,,,N,"Forest; Johnston Heights Park, 9693 151A St",2,26,1001438812,Mature,Mixed,0,09693,0,,1,0711-000000509,Small patch near S. walkway.,,PARKS,,023,,20121016,Forest-mixed,"Johnston Heights Park, 9693 151A St",Park,PARKS,Johnston Heights Park,,,N,15150,,,OPERATING,20040824100400,N,,,,,
223,3,,,,,,N,"Forest; 31H - Utility ROW, 8985 Queen Mary Blvd",0,427,1001438822,Mature,Mixed,0,08985,0,,3,0711-000000263,at 9007 Queen Mary Blvd portion of site,38,PARKS,,031,,20140116,Forest-mixed,"31H - Utility ROW, 8985 Queen Mary Blvd",Park,PARKS,31H - Utility ROW,,Y,Y,13040,,,OPERATING,20040820133000,N,,,,,
224,1,,"Ivy on grnd. and 8m up trunks of 20-30 mature alders; few encroachments; hemlock, paper birch, black cottonwood also present; see map for refuse, etc. locations ",,,,N,"Forest; Fern Park, 9420 164 St",0,686,1001438770,Mature,Deciduous,3,09420,0,,2,0711-000000484,Most of park,,PARKS,,035,,20170209,Forest-coniferous,"Fern Park, 9420 164 St",Park,PARKS,Fern Park,,N,N,16400,,,OPERATING,20040824091500,Y,,,,,
225,1,,Major blackberry at south end. Shrub meadow adjacent to the passive area. Approximatley 2m yard waste north of park entrance on 148 St. ,,,,N,"Forest; Bob Rutledge Park, 5448 148 St",1,824,1001439076,Mature,Deciduous,4,05448,0,,2,0711-000000431,Northern 2/3 of lot,,PARKS,,083,,20170616,Forest-deciduous,"Bob Rutledge Park, 5448 148 St",Park,PARKS,Bob Rutledge Park,,N,N,14800,,,OPERATING,20040823144800,Y,,,,,
226,1,,Himal. bl. berry covering most edges and w/in areas of frst; see map for condition locations; regen. cedar (10m ht.) see map ,,,,N,"Forest; Maple Green Park, 8959 - 150 St",2,1003,1001439079,Mature,Deciduous,2,08959,0,,4,0711-000000054,Along W. and N. edges and other fragmented stands,,PARKS,,033,,20130719,Forest-deciduous,"Maple Green Park, 8959 150 St",Park,PARKS,Maple Green Park,,N,N,15000,,,OPERATING,,Y,,,,,
227,1,,Yard waste (4m3) in S.W. corner; mature tree component exists,,,,N,"Forest; 23F - Greenbelt, 10054 149 St",0,148,1001438890,Young,Deciduous,0,10054,0,,2,0711-000000232,Whole lot,,PARKS,,023,,20121016,Forest-deciduous,"23F - Greenbelt, 10054 149 St",Park,PARKS,23F - Greenbelt,,Y,N,14900,,,OPERATING,20040820102500,N,,,,,
228,3,,Poor understory w/in linear portion of lot and larger S. portion due to young deciduous nature; Himal. bl. bry. w/in S. area ,,,,N,"Forest; 23G - Walkway, 14896 101a Ave",2,174,1001438891,Young,Deciduous,0,14896,0,,2,0711-000000233,Most of lot,,PARKS,,023,,20121016,Forest-deciduous,"23G - Walkway, 14896 101a Ave",Park,PARKS,23G - Walkway,,Y,N,10150,,,OPERATING,20040820102800,N,,,,,
229,1,,"Located under hydro ROW, so height managed; major blk. bry  ",,,,N,"Forest; 50G - Detention Pond, 7376 122a St",0,133,1001438913,Young,Deciduous,0,07376,0,,2,0711-000000334,Middle of park,,PARKS,,050,,20121016,Forest-deciduous,"50G - Detention Pond, 7376 122a St",Park,PARKS,50G - Detention Pond,,Y,Y,12250,,,OPERATING,20040823100900,Y,,,,,
230,4,,,,,20130720,N,"Forest; 72G - Greenbelt, 14249 62B Ave",1,,1001606921,Young,Mixed,0,14249,,20130128,3,,entire lot,20,Parks,,072,,20130722,Forest-mixed,"72G - Greenbelt, 14249 62B Ave",Park,Parks,72G - Greenbelt,,N,Y,06250,,,OPERATING,,N,,,,,
231,1,,"Severe invas's problem (dead nettle covering large areas, holly bushes thru. out, Himal. bl. bry., morning glory, periwinkle present); various yd. wst. piles; bigleaf maple, cedar regen.",,,,N,"Forest; 121M - Greenbelt, 1775 Amble Greene Blvd",2,359,1001438979,Mature,Coniferous,0,01775,0,,3,0711-000000131,throughout western and southern portions of site,,Parks,,121,,20161207,Forest-coniferous,"121M - Greenbelt, 1775 Amble Greene Blvd",Park,Parks,121M - Greenbelt,,Y,N,13245,,,OPERATING,20060406093400,N,,,,,
232,1,,Large areas of dead nettle; english ivy present; large area in W. cleared and planted w/ exotic shrubs (40m2); foliage from trail piled in park middle (2m3),,,,N,"Forest; 121N - Greenbelt, 13184 Amble Greene Close",2,258,1001438980,Mature,Coniferous,4,13184,0,,4,0711-000000221,Mostly in middle of lot,,Parks,,121,,20161207,Forest-coniferous,"121N - Greenbelt, 13184 Amble Greene Close",Park,Parks,121N - Greenbelt,,N,N,01679,,,OPERATING,20060406094100,Y,,,,,
233,2,,,,,,N,"Grassland; 147A - Greenbelt, 18038 8 Ave",0,555,1001439165,,,0,18038,0,,2,0711-000000591,,,Parks,,147,,20121016,Grassland,"147A - Greenbelt, 18038 8 Ave",Park,Parks,147A - Greenbelt,,N,Y,00800,,,OPERATING,20070228124800,N,,,,,
234,1,,See map for invasive spp. and yard waste locations.,,,,N,"Forest; 121V - Greenbelt, 1660 135A St",2,176,1001438982,Mature,Coniferous,0,01660,0,,4,0711-000000235,all of site,,Parks,,121,,20121016,Forest-coniferous,"121V - Greenbelt, 1660 135A St",Park,Parks,121V - Greenbelt,,N,N,13550,,,OPERATING,20060406095100,N,,,,,
235,3,,Lamium widespread through 1/2 of lot.   ,,,,N,"Forest; Island, 2945 Chantrell Pl",2,123,1001439090,Mature,Coniferous,0,02945,0,20010313,4,0711-000001037,Majority of Island,,Parks,,112,,20121016,Forest-coniferous,Island - 2945 Chantrell Pl,,Parks,Island - 2945 Chantrell Pl,,N,N,13695,,,OPERATING,20040826142500,N,,,,,
236,1,,"prior to June 2008, this site was 3 specimen trees... now converted to natural areas",,,20080619,N,"Forest; Bayview Woods Park, 13901 34 Ave",0,57,1001439178,Mature,Coniferous,1,13901,0,,4,0711-000000598,in middle of grassland,,PARKS,,102,,20121016,Forest-coniferous,"Bayview Woods Park, 13901 34 Ave",Park,PARKS,Bayview Woods Park,,N,N,03400,,,OPERATING,20080619120200,N,,,,,
237,1,,"Tree fort, lots of scrap wood; poor cond. due to understory lacking (uncultured grass under trees)   ",,,20110114,N,"Forest; 112I - Greenbelt, 2571 138 St",1,325,1001439250,Young,Deciduous,0,02571,0,,1,0711-000000066,Various stands,45,PARKS,,112,,20121016,Forest-deciduous,"112I - Greenbelt, 2571 138 St",Park,PARKS,112I - Greenbelt,,N,N,13800,,,OPERATING,20040819140300,N,,,,,
238,3,,,,,20130721,N,"Forest; Cambridge Elementary School Park, 6067 150 St",0,243,1001606947,Mature,Mixed,0,6067,,20130128,3,,western side of park,30,Parks,,073,,20130721,Forest-mixed,"Cambridge Elementary School Park, 6067 150 St",Park,Parks,Cambridge Elementary School Park,,N,N,15000,,,OPERATING,,N,,,,,
239,2,,,,,20110607,N,"Forest; 75M - Greenbelt, 16790 57 Ave",1,165,1001439260,Young,Deciduous,0,16790,0,,1,0711-000001115,SW corner of site,61,Parks,,075,,20121016,Forest-deciduous,"75M - Greenbelt, 16790 57 Ave",Park,Parks,75M - Greenbelt,,N,N,05700,,,OPERATING,20110607104300,N,,,,,
240,2,,,,,20110607,N,"Forest; 16B - Greenbelt, 17154 104a Ave",0,249,1001439261,Mature,Deciduous,0,17154,0,,3,0711-000001116,entire site,19,Parks,,016,,20121016,Forest-deciduous,"16B - Greenbelt, 17154 104a Ave",Park,Parks,16B - Greenbelt,,Y,Y,10450,,,OPERATING,20110607111400,N,,,,,
241,2,,,,,,N,"Forest; Chimney Hill Park, 7350 150A St",1,88,1001438880,Young,Coniferous,0,07350,0,,2,0711-000000339,S. end,,PARKS,,053,,20170303,Forest-coniferous,"Chimney Hill Park, 15070 76 Ave",Park,PARKS,Chimney Hill Park,,N,N,15050,,,OPERATING,20040823102200,N,,,,,
242,3,,,,,,N,"Forest; Bonnie Schrenk Park, 16500 84 Ave",0,1199,1001439083,Mature,Mixed,0,16500,0,,3,0711-000000108,throughout site,,PARKS,,045,,20170303,Forest-mixed,"Bonnie Schrenk Park, 16510 84 Ave",Park,PARKS,Bonnie Shrenk Park,,N,Y,08400,,,OPERATING,20060410084000,Y,,,,,
243,2,,Significant encroachment hy neighbours along N.W. strip. ,,,20110615,N,"Forest; North Surrey Community Park, 15848 - 97A Ave",2,420,1001439263,Mature,Deciduous,0,15848,0,,3,0711-000000040,Small strips in S. beside school parking lot.and in N.W.,,PARKS,,024,,20121016,Forest-deciduous,"North Surrey Community Park, 15848 97A Ave",Park,PARKS,North Surrey Community Park,,Y,N,09750,,,OPERATING,,N,,,,,
244,2,,Significant encroachment hy neighbours along N.W. strip. ,,,20110615,N,"Forest; North Surrey Community Park, 15848 - 97A Ave",2,420,1001439264,Mature,Deciduous,0,15848,0,,3,0711-000000040,Small strips in S. beside school parking lot.and in N.W.,,PARKS,,024,,20121016,Forest-deciduous,"North Surrey Community Park, 15848 97A Ave",Park,PARKS,North Surrey Community Park,,Y,N,09750,,,OPERATING,,N,,,,,
245,2,,,,,20110706,N,"Forest; 114G - Greenbelt, 2983 156 St",0,171,1001439265,Young,Deciduous,0,02983,0,,3,0711-000001119,entire site,0,Parks,,114,,20121016,Forest-deciduous,"114G - Greenbelt, 2983 156 St",Park,Parks,114G - Greenbelt,,Y,N,15600,,,OPERATING,20110706061800,N,,,,,
246,2,,"Alder girdled, cedar bark stripped, grafitti on trees in S.; part of forest very open due to recent tree removals ",,,,N,"Forest; Beaver Creek Park, 12270 66 Ave",0,578,1001438720,Mature,Mixed,0,12270,0,,3,0711-000000426,Mostly in the S. portion of pk.,,PARKS,,060,,20170106,Forest-mixed,"Beaver Creek Park, 12270 66 Ave",Park,PARKS,Beaver Creek Park,,N,Y,06600,,,OPERATING,20040823144000,N,,,,,
247,1,,See map for concentrated invasive species patches; some cedar regen.  ,,,20151222,N,"Forest; Royal Heights Park, 9780 Crown Cres",1,711,1001851464,Mature,Deciduous,4,09780,0,,3,1001438816,W. end of park,,PARKS,,019,,20180122,Forest-deciduous,"Royal Heights Park, 9780 Crown Cres",Park,PARKS,Royal Heights Park,,N,N,21460,,,OPERATING,20040824112900,Y,,,,,
248,1,,,,,20160215,N,"Forest; Delta View Park - 80A, 12066 New Mclellan Rd",1,765,1001859299,Mature,Mixed,0,12066,0,,4,1001859298,All of park,,PARKS,,080,,20121016,Forest-mixed,"Delta View Park - 80A, 12066 New Mclellan Rd",Park,PARKS,Delta View Park,,Y,N,05525,,,OPERATING,20040824083500,N,,,,,
249,2,,See map for locations of invasive spp. ,,,,N,"Forest; Bridlewood Park, 2144 134 St",0,3237,1001438742,Mature,Coniferous,4,02144,0,,4,0711-000000440,Most of park,,PARKS,,121,,20180126,Forest-coniferous,"Bridlewood Park, 2144 134 St",Park,PARKS,Bridlewood Park,,Y,Y,13400,,,OPERATING,20040823150800,Y,,,,,
250,2,,"Some lamium and yard waste found in park, see map for locations. ",,,,N,"Forest; Bothwell Elementary School Park, 10148 170A St",1,1076,1001438896,Mature,Deciduous,0,10148,0,19990927,3,0711-000000103,"Most of park, except the soccer field.",,Parks,,026,,20180126,Forest-deciduous,"Bothwell Elementary School Park, 10148 170A St",Park,Parks,Bothwell Elementary School Park,,Y,N,17050,,,OPERATING,20000927145800,Y,,,,,
251,3,,There are a number of nature trails in the forest. ,,,,N,"Forest; Berkshire Park, 9283 154 St",0,565,1001438833,Mature,Mixed,0,09283,0,,3,0711-000000429,E. side of park,,PARKS,,034,,20121016,Forest-mixed,"Berkshire Park, 9283 154 St",Park,PARKS,Berkshire Park,,Y,N,15400,,,OPERATING,20040823144500,Y,,,,,
252,1,,See map for refuse location. ,,,,N,"Forest; Owl Park, 6090 146 St",0,707,1001438846,Mature,Mixed,0,06090,0,,1,0711-000000384,Most of park,,PARKS,,073,,20121016,Forest-mixed,"Owl Park, 6090 146 St",Park,PARKS,Owl Park,,N,N,14600,,,OPERATING,20040823130100,N,,,,,
253,2,,Himalayan blackberry penetrating S. forest section. ,,,,N,"Forest; 55B - Greenbelt, 16695 77 Ave",0,292,1001438856,Mature,Mixed,0,16695,0,,4,0711-000000340,Whole lot,,PARKS,,055,,20121016,Forest-mixed,"55B - Greenbelt, 16695 77 Ave",Park,PARKS,55B - Greenbelt,,Y,Y,07700,,,OPERATING,20040823102500,N,,,,,
254,1,,Considerable Himalayan blackberry in undergrowth.  ,,,,N,"Forest; 33D - Greenbelt, 9111 146 St",2,36,1001438860,Young,Mixed,0,09111,0,,1,0711-000000275,Patch on the N. side.,,PARKS,,033,,20121016,Forest-mixed,"33D - Greenbelt, 9111 146 St",Park,PARKS,33D - Greenbelt,,N,N,14600,,,OPERATING,20040820142200,N,,,,,
255,3,,"Few dead alders in S. close to creek; Himal. bl. bry. covering large area w/in forest in N.W. corner, other areas as well; few over-mature alders",,,,N,"Forest; 42A - Greenbelt, 14137 85 Ave",0,1110,1001439154,Mature,Deciduous,0,14137,0,,3,0711-000000256,entire site (immediately adjacent to 42G forest that includes unopened road ROW),104,Parks,,042,,20180131,Forest-deciduous,"42A - Greenbelt, 14137 85 Ave",Park,Parks,42A - Greenbelt,,Y,Y,08500,,,OPERATING,20060406120700,N,,,,,
256,2,,converted to specimen trees in July 2016,,,20160725,N,"Forest; Strawberry Hill Park, 7676 122 St",0,391,1001884692,Mature,Mixed,1,07676,0,,2,1001438728,In N.E. and strip on S. edge.,,PARKS,,050,,20161017,Forest-mixed,"Strawberry Hill Park, 7676 122 St",Park,PARKS,Strawberry Hill Park,,Y,N,12200,,,OPERATING,20040824115400,Y,,,,,
257,3,,"Sparse trees on W. side, adjacent to new house development S. of Elgin Rec. Ctr.; cedar, hemlock regen. present;most of park length is narrow and linear  The service road has been omitted from Natural Area as Engineering has said they will need the road䢘剬䤢祸䢘º",,,,N,"Forest; Semiahmoo Trail - 103B, 3314 144 St",0,2736,1001439148,Mature,Deciduous,1,03314,0,,4,0711-000000033,Whole lot,55,PARKS,,103,,20170221,Forest-deciduous,"Semiahmoo Trail - 103B, 3314 145 St",Park,PARKS,Semiahmoo Trail - 103B,,Y,Y,14400,,,OPERATING,20040819130400,Y,,,,,
258,2,,,,,,N,"Shrubland; McLeod Park, 6306 140 St",0,488,1001439158,,,1,06306,0,,2,0711-000000585,east side of site,,Parks,,072,,20170209,Shrubland,"McLeod Park, 6306 140 St",Park,Parks,McLeod Park,,N,N,14000,,,OPERATING,20061207162200,N,,,,,
259,1,,Himal. bl. bry. w/in frst.; English ivy starting to creep in from  ,,,,N,"Forest; Chantrell Creek Park, 13741 24 Ave",0,1710,1001438992,Mature,Mixed,3,13741,0,,2,0711-000000448,"Scattered, mostly in W. half.",,PARKS,,112,,20170222,Forest-mixed,"Chantrell Creek Park, 13741 24 Ave",Park,PARKS,Chantrell Creek Park,,Y,Y,02400,,,OPERATING,20040823152600,Y,,,,,
260,2,,,,,20090916,N,"Forest; 19B - Greenbelt, 11941 River Rd",0,560,1001439231,Mature,Deciduous,0,11941,0,,2,0711-000001090,entire site,15,Parks,,019,,20170222,Forest-deciduous,"19B - Greenbelt, 11941 River Rd",Park,Parks,19B - Greenbelt,,Y,Y,09980,,,OPERATING,20090916105600,N,,,,,
261,2,,"Cedar component in south; see map for location of scrap wood, invas. species locations ",,,,N,"Forest; Charles Richardson Nature Reserve, 8444 168 St",0,523,1001438877,Mature,Deciduous,0,08444,0,,2,0711-000000327,Whole lot,,PARKS,,046,,20170222,Forest-deciduous,"Charles Richardson Nature Reserve, 8444 168 St",Park,PARKS,Charles Richardson Nature Reserve,,Y,Y,16800,,,OPERATING,20040823095500,Y,,,,,
262,2,,,,,20130721,N,"Forest; Grandview Heights Linear Park, 2919 164 St",0,942,1001606937,Mature,Mixed,0,02919,,20130204,3,,north portion,381,Parks,,115,,20180131,Forest-mixed,"Grandview Heights Linear Park, 2919 164 St",Park,Parks,Grandview Heights Linear Park,,Y,Y,16400,,,OPERATING,,Y,,,,,
263,1,,,,,,N,"Forest; 55I - Greenbelt, 7711 161A St",0,621,1001438881,Mature,Deciduous,0,07711,0,,2,0711-000000123,Entire park,,Parks,,055,,20121016,Forest-deciduous,"55I - Greenbelt, 7711 161A St",Park,Parks,55I - Greenbelt,,N,Y,16150,,,OPERATING,20010815075100,N,,,,,
264,1,,Treefort built in S. end of forest. ,,,,N,"Forest; Cottonwood Park, 16144 78 Ave",0,696,1001438882,Mature,Deciduous,0,16144,0,,3,0711-000000460,S. part of the park.,,PARKS,,055,,20121016,Forest-deciduous,"Cottonwood Park, 16144 78 Ave",Park,PARKS,Cottonwood Park,,N,Y,07800,,,OPERATING,20040824082500,N,,,,,
265,1,,Degraded park enclosed within 6' chainlink fence. Natural area comprised of young successional deciduous around pre-existing conifers. Invasives throughout park. ,,,,N,"Forest; 44A - Greenbelt, 15244 82 Ave",0,333,1001439081,Young,Deciduous,0,15244,0,,3,0711-000000122,Patches throughout lot,,Parks,,044,,20121016,Forest-deciduous,"44A - Greenbelt, 15244 82 Ave",Park,Parks,44A - Greenbelt,,N,Y,08200,,,OPERATING,20010815074700,N,,,,,
266,1,,,,,,N,"Forest; 101A - Greenbelt, 3237 - 136 St",0,437,1001439085,Mature,Coniferous,0,03237,0,,4,0711-000000024,Whole lot,,PARKS,,101,,20121016,Forest-coniferous,"101A - Greenbelt, 3237 136 St",Park,PARKS,101A - Greenbelt,,Y,Y,13600,,,OPERATING,20040819125500,N,,,,,
267,4,,,,,,N,"Forest; 32F - Greenbelt, 13605 94a Ave",2,296,1001439098,Mature,Deciduous,0,13605,0,,4,0711-000000266,Polygon Reference #1.  Whole lot,,PARKS,,032,,20121016,Forest-deciduous,"32F - Greenbelt, 13605 94a Ave",Park,PARKS,32F - Greenbelt,,N,Y,09450,,,OPERATING,20040820135100,N,,,,,
268,1,,Minor blackberry and ivy at W end of park. ,,,,N,"Forest; Semiahmoo Trail - 103C, 3402 144 St",0,903,1001439088,Mature,Coniferous,0,03402,0,,4,0711-000000140,along 34 Ave,,PARKS,,103,,20121016,Forest-coniferous,"Semiahmoo Trail - 103C, 3402 144 St",Park,PARKS,Semiahmoo Trail - 103C,,N,N,14400,,,OPERATING,20010817080800,Y,,,,,
269,3,,Vine maples in understory ,,,,N,"Forest; Island, 14089 26a Ave",2,56,1001439089,Mature,Coniferous,0,14089,0,20010313,4,0711-000001035,N 3/4 of Island,,Parks,,112,,20121016,Forest-coniferous,Island - 14089 26a Ave,,Parks,Island - 14089 26A Ave,,N,N,02650,,,OPERATING,20040826142200,N,,,,,
270,1,,Very small stand only 2 mature alder ,,,,N,Forest; Walkway - 7386 140 St,0,19,1001439077,Mature,Deciduous,0,07386,0,20010313,4,0711-000001029,East end of lot,,Parks,,052,,20121016,Forest-deciduous,Walkway - 7386 140 St,,Parks,Walkway - 7386 140 St,,N,N,14000,,,OPERATING,20040826140900,N,,,,,
271,1,,,,,20110308,N,"Forest; Coyote Creek Park, 8077 156 St",2,764,1001439252,Mature,Deciduous,3,08077,0,,2,0711-000000461,Most of park,,PARKS,,044,,20121016,Forest-deciduous,"Coyote Creek Park, 8077 156 St",Park,PARKS,Coyote Creek Park,,Y,N,15600,,,OPERATING,20040824082700,Y,,,,,
272,3,,Encroachment from 6855 180 St; steep ravine slopes; minor Himal. bl. bry. ,,,,N,"Forest; North Creek Park, 6898 180 St",0,1409,1001438957,Mature,Deciduous,0,06925,0,,3,0711-000000157,Whole lot,,Parks,,067,,20180119,Forest-deciduous,"North Creek Park, 6895 180 St",Park,Parks,North Creek Park,,N,Y,18400,,,OPERATING,20010827112700,N,,,,,
273,3,,Includes un-listed lot 8052 ,,,,N,"Forest; 40B - Greenbelt, 12175 80 Ave",2,306,1001438834,Young,Deciduous,0,12175,0,,3,0711-000000281,Most of lot 8052; no forest at lot12175,,PARKS,,040,,20121016,Forest-deciduous,"40B - Greenbelt, 12175 80 Ave",Park,PARKS,40B - Greenbelt,,N,N,08000,,,OPERATING,20040820144900,N,,,,,
274,1,,,,,,N,"Grassland; Redwood Park, 17900 20 Ave",0,397,1001439110,,,3,17900,0,,4,0711-000000542,1,,PARKS,,127,,20180119,Grassland,"Redwood Park, 17900 20 Ave",Park,PARKS,Redwood Park,,N,N,02000,,,OPERATING,20040824111100,Y,,,,,
275,3,,,,,,N,"Forest; 31H - Utility ROW, 8985 Queen Mary Blvd",0,169,1001438820,Mature,Deciduous,0,08985,0,,3,0711-000000262,Near E. end b/w lots 8983 and 8987,,PARKS,,031,,20140116,Forest-deciduous,"31H - Utility ROW, 8985 Queen Mary Blvd",Park,PARKS,31H - Utility ROW,,Y,Y,13040,,,OPERATING,20040820132800,N,,,,,
276,1,,No access since adjacent road allowance is unopen; eagles nest in large cottonwood in N.W. corner. ,,,,N,"Forest; 58A - Neighbourhood Park, 18828 78 Ave",0,1347,1001438845,Mature,Deciduous,0,18828,0,,1,0711-000000146,All of park,,PARKS,,058,,20180119,Forest-deciduous,"58A - Neighbourhood Park, 18828 78 Ave",Park,PARKS,58A - Neighbourhood Park,,N,Y,07800,,,OPERATING,20010823101800,N,,,,,
277,3,,,,,20130720,N,"Shrubland; North Creek Park, 17720 72 Ave",0,1668,1001717092,Mature,Mixed,0,17720,,20130302,3,,Part of site,59,Parks,,067,,20140110,Shrubland,"North Creek Park, 6895 180 St",Park,Parks,North Creek Park,,Y,Y,07200,,,OPERATING,,N,,,,,
278,3,,,,,20130720,N,"Forest; North Creek Park, 17720 72 Ave",0,1668,1001717091,Mature,Mixed,0,17720,,20130302,3,,Part of site,59,Parks,,067,,20140110,Forest-mixed,"North Creek Park, 6895 180 St",Park,Parks,North Creek Park,,Y,Y,07200,,,OPERATING,,N,,,,,
279,1,,Fair rating due to major Him. bl. berry w/in parts of forest   ,,,,N,"Forest; Dominion Park, 8225 - 134 St",0,349,1001438835,Mature,Deciduous,0,08225,0,,3,0711-000000014,S.W. corner,,PARKS,,041,,20130719,Forest-deciduous,"Dominion Park, 8225 134 St",Park,PARKS,Dominion Park,,Y,N,13400,,,OPERATING,,N,,,,,
280,1,,See map for invasive spp. locations. ,,,,N,"Forest; 22C - Greenbelt, 13865 96 Ave",0,581,1001438825,Mature,Deciduous,0,13865,0,,3,0711-000000229,Most of park,,PARKS,,022,,20121016,Forest-deciduous,"22C - Greenbelt, 13865 96 Ave",Park,PARKS,22C - Greenbelt,,N,Y,09600,,,OPERATING,20040820102000,N,,,,,
281,1,,Excellent cedar regen. (5-7m ht.)in S.E. corner; see map for condition locations  ,,,,N,"Forest; William Beagle Park, 12944 92A Ave",2,927,1001438766,Mature,Deciduous,4,12944,0,,3,0711-000000581,"Mostly in S., few sections in N.",,PARKS,,031,,20170307,Forest-deciduous,"William Beagle Park, 12944 92A Ave",Park,PARKS,William Beagle Park,,Y,N,09250,,,OPERATING,20040824131900,Y,,,,,
282,2,,Himalayan blackberry constitutes most of understory. ,,,,N,"Forest; 45E - Walkway, 8451 166A St",2,48,1001438875,Mature,Mixed,0,08451,0,,2,0711-000000316,Small island in centre of lot.,,PARKS,,045,,20121016,Forest-mixed,"45E - Walkway, 8451 166A St",Park,PARKS,45E - Walkway,,N,N,16650,,,OPERATING,20040823092700,N,,,,,
283,1,,,,,,N,"Forest; 55E - Greenbelt, 16322 77 Ave",0,1178,1001438878,Mature,Mixed,0,16322,0,,2,0711-000000342,Most of park,,PARKS,,055,,20121016,Forest-mixed,"55E - Greenbelt, 16322 77 Ave",Park,PARKS,55E - Greenbelt,,Y,Y,07700,,,OPERATING,20040823102900,N,,,,,
