,TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
4559,360508,14252,70A AVE,,,49.130792,-122.827483
4560,360509,14322,70A AVE,,,49.130802,-122.825587
4561,360510,14076,72 AVE,,,49.133489,-122.832310
4562,360512,7027,143A ST,,,49.130631,-122.824992
4563,360515,6963,144 ST,,,49.129343,-122.823565
4564,367920,14320,77A AVE,,,49.143086,-122.825666
4565,367922,14142,79A AVE,,,49.147134,-122.830706
4566,367928,7738,140 ST,,,49.143469,-122.834309
4567,367934,14038,77A AVE,,,49.143505,-122.833514
4568,367938,14163,77A AVE,,,49.143814,-122.830131
4569,367947,14143,77A AVE,,,49.143811,-122.830632
4570,367955,14076,77A AVE,,,49.143510,-122.832458
4571,367958,14062,79A AVE,,,49.147126,-122.832752
4572,367959,14388,78A AVE,,,49.144887,-122.824281
4573,367968,14384,78 AVE,,,49.143982,-122.824510
4574,367969,14038,79A AVE,,,49.147122,-122.833519
4575,367972,14390,78 AVE,,,49.144087,-122.824472
4576,367975,14134,77A AVE,,,49.143519,-122.830828
4577,367976,7771,144 ST,,,49.144166,-122.823665
4578,367978,7763,144 ST,,,49.143986,-122.823644
4579,367980,14015,79A AVE,,,49.147408,-122.834290
4580,367985,14035,79A AVE,,,49.147410,-122.833778
4581,367994,14137,79A AVE,,,49.147401,-122.830712
4582,367995,14147,79A AVE,,,49.147424,-122.830415
4583,368000,7948,141B ST,,,49.147274,-122.829453
4584,368025,7868,140 ST,,,49.145811,-122.834295
4585,368030,7830,140 ST,,,49.145153,-122.834290
4586,368031,7820,140 ST,,,49.144989,-122.834288
4587,368032,14011,78 AVE,,,49.144663,-122.834210
4588,368033,7801,SUNCREST DR,,,49.144839,-122.833390
4589,368044,14056,79 AVE,,,49.146193,-122.833028
4590,368046,14028,79 AVE,,,49.146190,-122.833780
4591,368047,14110,79 AVE,,,49.146199,-122.831478
4592,368055,14065,78 AVE,,,49.144708,-122.832682
4593,368057,14105,78 AVE,,,49.144714,-122.831679
4594,368058,14109,78 AVE,,,49.144715,-122.831429
4595,368059,14119,78 AVE,,,49.144716,-122.831178
4596,368073,7859,141B ST,,,49.145711,-122.829868
4597,368078,14146,79 AVE,,,49.146204,-122.830476
4598,368080,14120,79 AVE,,,49.146201,-122.831228
4599,368092,14196,77 AVE,,,49.142621,-122.829085
4600,368093,14188,77 AVE,,,49.142619,-122.829335
4601,368110,14096,77 AVE,,,49.142605,-122.831867
4602,368112,7656,BERKELEY PL,,,49.141978,-122.831956
4603,368116,7629,BERKELEY PL,,,49.141627,-122.831499
4604,368117,7635,BERKELEY PL,,,49.141594,-122.832029
4605,368125,7660,140A ST,,,49.142017,-122.833085
4606,368128,7620,140A ST,,,49.141287,-122.833077
4607,368130,14073,76 AVE,,,49.141072,-122.832330
4608,368134,14115,76 AVE,,,49.141080,-122.831077
4609,368144,7659,140A ST,,,49.142011,-122.833530
4610,368145,7679,140A ST,,,49.142376,-122.833533
4611,368148,7670,140 ST,,,49.142189,-122.834270
4612,368150,7642,140 ST,,,49.141643,-122.834265
4613,368152,7610,140 ST,,,49.141096,-122.834260
4614,368153,14052,78 AVE,,,49.144416,-122.833144
4615,368155,7971,141B ST,,,49.147666,-122.829887
4616,368158,14378,HAWKSTREAM DR,,,49.148109,-122.824031
4617,368159,7987,144 ST,,,49.147982,-122.823688
4618,368164,14807,72 AVE,,,49.133892,-122.811864
4619,368165,15190,76 AVE,,,49.140928,-122.801720
4620,368169,7580,148 ST,,,49.140671,-122.812038
4621,368173,7549,149A ST,,,49.140211,-122.808699
4622,368178,14818,76 AVE,,,49.140953,-122.811892
4623,368180,7541,149A ST,,,49.139969,-122.808334
4624,368182,7493,151A ST,,,49.139508,-122.801705
4625,368183,14828,76 AVE,,,49.140929,-122.811573
4626,368184,7526,148 ST,,,49.139665,-122.812013
4627,368186,7515,149A ST,,,49.139407,-122.808363
4628,368194,7572,151A ST,,,49.140567,-122.802421
4629,368195,7514,149A ST,,,49.139231,-122.807858
4630,368198,7556,151A ST,,,49.140335,-122.802374
4631,368202,7460,148 ST,,,49.138724,-122.812027
4632,368207,15148,75 AVE,,,49.139597,-122.802326
4633,368215,15122,75 AVE,,,49.139052,-122.802350
4634,368225,7270,150A ST,,,49.134555,-122.805257
4635,368240,7527,151A ST,,,49.139893,-122.802559
4636,368243,7354,150A ST,,,49.136229,-122.804771
4637,368274,7275,149A ST,,,49.135002,-122.808606
4638,368278,7383,151A ST,,,49.136374,-122.801564
4639,338154,12121,99 AVE,,,49.182738,-122.886830
4640,338156,12174,97 AVE,,,49.178721,-122.885518
4641,338158,12301,99A AVE,,,49.183609,-122.881779
4642,338159,12184,98A AVE,,,49.181540,-122.885099
4643,338166,12172,98A AVE,,,49.181538,-122.885387
4644,338170,9757,123A ST,,,49.179932,-122.880714
4645,332834,14304,110 AVE,,,49.202300,-122.825630
4646,332849,13850,GROSVENOR RD,,,49.202737,-122.838078
4647,332856,10835,143 ST,,,49.199487,-122.825950
4648,332865,10824,139A ST,,,49.199356,-122.835385
4649,332877,10960,141A ST,,,49.201963,-122.829639
4650,332881,14366,109 AVE,,,49.200557,-122.824829
4651,332886,10956,140 ST,,,49.201796,-122.833945
4652,332895,10950,141A ST,,,49.201755,-122.829635
4653,332898,10948,142 ST,,,49.201488,-122.828248
4654,332900,10844,139A ST,,,49.199701,-122.835391
4655,332903,10863,144 ST,,,49.199946,-122.823255
4656,332904,10946,140 ST,,,49.201624,-122.833910
4657,332910,10940,141A ST,,,49.201547,-122.829631
4658,332912,10943,143A ST,,,49.201440,-122.825296
4659,332917,10938,140 ST,,,49.201447,-122.833907
4660,332918,10851,139A ST,,,49.199875,-122.835889
4661,332930,10929,141 ST,,,49.201261,-122.831502
4662,332932,10928,140 ST,,,49.201271,-122.833904
4663,332935,10920,141 ST,,,49.201102,-122.831004
4664,332941,10924,142 ST,,,49.201035,-122.828242
4665,332944,10918,140 ST,,,49.201094,-122.833900
4666,332952,14185,109 AVE,,,49.200860,-122.828810
4667,332957,10827,144 ST,,,49.199261,-122.823265
4668,332958,10908,140 ST,,,49.200920,-122.833897
4669,332959,10910,139A ST,,,49.200925,-122.835414
4670,332962,10830,141 ST,,,49.199527,-122.830973
4671,332963,10962,143A ST,,,49.201808,-122.824807
4672,332966,10830,142A ST,,,49.199309,-122.826829
4673,332977,10862,140 ST,,,49.200053,-122.833881
4674,332982,14360,110 AVE,,,49.202289,-122.823742
4675,332986,10826,140 ST,,,49.199366,-122.833867
4676,332989,10929,139A ST,,,49.201246,-122.835876
4677,332993,10947,144 ST,,,49.201421,-122.823232
4678,333008,14149,108 AVE,,,49.198956,-122.829949
4679,333015,14220,110 AVE,,,49.202315,-122.827964
4680,333018,10977,141A ST,,,49.201988,-122.830086
4681,333019,10969,141A ST,,,49.201824,-122.830083
4682,333020,10961,141A ST,,,49.201632,-122.830080
4683,333022,14149,109 AVE,,,49.200886,-122.830108
4684,333023,14065,108 AVE,,,49.199299,-122.832403
4685,333024,14077,108 AVE,,,49.199032,-122.832134
4686,333028,14074,109 AVE,,,49.200574,-122.832278
4687,333033,14358,109 AVE,,,49.199863,-122.824951
4688,333034,14337,108 AVE,,,49.198966,-122.824865
4689,333036,10935,140 ST,,,49.201413,-122.834402
4690,333038,10919,140 ST,,,49.201084,-122.834396
4691,333062,13786,GROSVENOR RD,,,49.201836,-122.839757
4692,333063,13792,112 AVE,,,49.205978,-122.840037
4693,333064,13819,BERG RD,,,49.201320,-122.839149
4694,333073,13759,111 AVE,,,49.204406,-122.840607
4695,333076,13703,GROSVENOR RD,,,49.200872,-122.842426
4696,333077,10887,140 ST,,,49.200410,-122.834383
4697,333082,13792,GROSVENOR RD,,,49.201943,-122.839556
4698,333084,13821,BERG RD,,,49.201197,-122.838994
4699,333086,13733,GROSVENOR RD,,,49.201251,-122.841719
4700,333087,11128,136 ST,,,49.204847,-122.845039
4701,333089,13650,110A AVE,,,49.203456,-122.843827
4702,333098,13678,111A AVE,,,49.205090,-122.843084
4703,333111,13636,111 AVE,,,49.204102,-122.844260
4704,333116,13697,111A AVE,,,49.205412,-122.842528
4705,333132,13659,111A AVE,,,49.205418,-122.843632
4706,333143,13652,111 AVE,,,49.204099,-122.843758
4707,333145,13668,LARNER RD,,,49.201032,-122.843481
4708,333157,13672,LARNER RD,,,49.200880,-122.843290
4709,333165,13637,HOWEY RD,,,49.201887,-122.842595
4710,333174,13633,111A AVE,,,49.205422,-122.844460
4711,333177,10881,139A ST,,,49.200393,-122.835898
4712,333182,13875,COWAN RD,,,49.200812,-122.837772
4713,333183,13780,BENTLEY RD,,,49.204122,-122.840164
4714,333186,13767,LARNER RD,,,49.199477,-122.840408
4715,333189,13773,HARPER RD,,,49.203877,-122.840020
4716,333190,13666,BENTLEY RD,,,49.202557,-122.843072
4717,333196,13729,111A AVE,,,49.205407,-122.841712
4718,333202,13653,111 AVE,,,49.204423,-122.843643
4719,333209,13744,112 AVE,,,49.205984,-122.841203
4720,333215,13728,112 AVE,,,49.205987,-122.841705
4721,333217,13650,HOWEY RD,,,49.201475,-122.842578
4722,333218,13845,BERG RD,,,49.200627,-122.838280
4723,333220,13827,BERG RD,,,49.200930,-122.838659
4724,333222,13830,112 AVE,,,49.211303,-122.838918
4725,333229,13774,FRANKLIN RD,,,49.200514,-122.840564
4726,361187,6440,129A ST,,,49.119766,-122.863646
4727,364274,12363,72A AVE,,,49.134963,-122.879849
4728,364278,12273,73A AVE,,,49.136596,-122.882473
4729,364279,12295,75 AVE,,,49.139483,-122.882031
4730,364280,12349,72A AVE,,,49.134975,-122.880359
4731,364281,12337,72A AVE,,,49.134980,-122.880597
4732,364282,12342,72A AVE,,,49.134736,-122.880603
4733,364283,12350,72A AVE,,,49.134738,-122.880355
4734,364284,12358,72A AVE,,,49.134724,-122.880107
4735,364285,12284,72A AVE,,,49.134765,-122.882158
4736,364287,12374,72A AVE,,,49.134719,-122.879610
4737,364288,12382,72A AVE,,,49.134718,-122.879362
4738,364289,12310,72A AVE,,,49.134741,-122.881377
4739,364290,12377,72 AVE,,,49.134195,-122.879775
4740,364291,12367,72 AVE,,,49.134168,-122.880051
4741,364293,12361,72 AVE,,,49.134173,-122.880307
4742,364303,7349,123 ST,,,49.136488,-122.881553
4743,364312,7440,122A ST,,,49.138005,-122.882712
4744,364313,7448,122A ST,,,49.138170,-122.882708
4745,364315,7472,122A ST,,,49.138647,-122.882713
4746,364326,12276,74 AVE,,,49.137535,-122.881766
4747,364331,7436,123 ST,,,49.137865,-122.881070
4748,364343,12162,75 AVE,,,49.139259,-122.885408
4749,364344,12176,75 AVE,,,49.139252,-122.885120
4750,364346,12188,75 AVE,,,49.139246,-122.884837
4751,364591,7708,122 ST,,,49.143152,-122.884418
4752,364593,12061,76A AVE,,,49.142404,-122.888615
4753,364594,7948,123A ST,,,49.147420,-122.880250
4754,364596,12102,77A AVE,,,49.143939,-122.886708
4755,364597,12192,78 AVE,,,49.144674,-122.885044
4756,364598,7916,123A ST,,,49.146800,-122.880278
4757,364599,7781,122 ST,,,49.144470,-122.884886
4758,364600,7716,122 ST,,,49.143316,-122.884418
4759,364604,7951,124 ST,,,49.147400,-122.879312
4760,364606,7689,122 ST,,,49.142889,-122.884858
4761,364607,12110,77A AVE,,,49.143862,-122.886654
4762,364608,7907,124 ST,,,49.146776,-122.879291
4763,364609,7989,124 ST,,,49.147767,-122.879297
4764,364611,7724,122 ST,,,49.143480,-122.884418
4765,364612,7835,122 ST,,,49.145348,-122.884858
4766,364613,12120,77A AVE,,,49.143818,-122.886565
4767,364614,12176,78 AVE,,,49.144677,-122.885674
4768,364615,7979,124 ST,,,49.147584,-122.879298
4769,364619,7732,122 ST,,,49.143644,-122.884418
4770,364621,7936,123A ST,,,49.147256,-122.880250
4771,364623,7963,122A ST,,,49.147732,-122.883444
4772,364626,12172,77 AVE,,,49.142945,-122.885577
4773,364627,7742,122 ST,,,49.143779,-122.884423
4774,364628,7809,122 ST,,,49.144981,-122.884858
4775,364629,7902,123A ST,,,49.146618,-122.880252
4776,364630,12140,77A AVE,,,49.143847,-122.886203
4777,364631,12150,78 AVE,,,49.144739,-122.886136
4778,364632,7957,122A ST,,,49.147566,-122.883444
4779,364633,12101,76A AVE,,,49.142378,-122.887531
4780,364636,7896,123A ST,,,49.146457,-122.880253
4781,364637,12158,77 AVE,,,49.142952,-122.886049
4782,364638,12152,77A AVE,,,49.143843,-122.885972
4783,364640,12142,78 AVE,,,49.144765,-122.886354
4784,364642,7605,120A ST,,,49.141382,-122.889112
4785,364643,7731,122A ST,,,49.143643,-122.883557
4786,364645,12144,77 AVE,,,49.142955,-122.886284
4787,364646,12166,77A AVE,,,49.143840,-122.885742
4788,364647,12119,76A AVE,,,49.142365,-122.886996
4789,364648,12130,78 AVE,,,49.144784,-122.886598
4790,364651,7944,123 ST,,,49.147386,-122.881628
4791,364652,7933,122A ST,,,49.147068,-122.883445
4792,364653,12136,77 AVE,,,49.142959,-122.886516
4793,364656,12122,78 AVE,,,49.144783,-122.886849
4794,364657,7625,120A ST,,,49.141744,-122.889112
4795,364658,7862,123A ST,,,49.145974,-122.880254
4796,364659,12122,77 AVE,,,49.142962,-122.886744
4797,364660,12188,77A AVE,,,49.143833,-122.885285
4798,364661,7923,122A ST,,,49.146902,-122.883445
4799,364662,7796,120A ST,,,49.144714,-122.887293
4800,364665,7709,122A ST,,,49.143270,-122.883489
4801,364666,7869,124 ST,,,49.145958,-122.879315
4802,364667,12116,77 AVE,,,49.142965,-122.886973
4803,364669,7788,120A ST,,,49.144514,-122.887287
4804,364673,7881,124 ST,,,49.146109,-122.879337
4805,364674,7918,123 ST,,,49.146885,-122.881629
4806,364675,7905,122A ST,,,49.146570,-122.883446
4807,364677,7729,122 ST,,,49.143551,-122.884831
4808,364679,7718,122A ST,,,49.143349,-122.883106
4809,364680,7885,124 ST,,,49.146278,-122.879315
4810,364682,12102,77 AVE,,,49.142939,-122.887392
4811,364683,12199,77 AVE,,,49.143174,-122.884905
4812,364684,12265,77A AVE,,,49.144079,-122.882779
4813,364685,7752,120A ST,,,49.144099,-122.887385
4814,364686,7726,122A ST,,,49.143505,-122.883155
4815,364687,7889,124 ST,,,49.146438,-122.879314
4816,364689,12191,77 AVE,,,49.143177,-122.885161
4817,325524,14691,106A AVE,,,49.196193,-122.815430
4818,325525,14542,106A AVE,,,49.195890,-122.819245
4819,325547,14511,106 AVE,,,49.195313,-122.820102
4820,325553,14438,106 AVE,,,49.195002,-122.821998
4821,325555,14458,106 AVE,,,49.194998,-122.821465
4822,325556,10526,144 ST,,,49.193762,-122.822802
4823,325559,14468,105A AVE,,,49.193796,-122.821282
4824,325561,14488,105A AVE,,,49.193792,-122.820780
4825,325567,14613,107 AVE,,,49.197060,-122.817191
4826,325569,14641,107 AVE,,,49.197104,-122.816517
4827,325570,14651,107 AVE,,,49.197102,-122.816267
4828,325574,14701,107 AVE,,,49.197096,-122.815012
4829,325577,14751,107 AVE,,,49.197089,-122.813757
4830,325578,14761,107 AVE,,,49.197087,-122.813506
4831,325594,14621,105A AVE,,,49.194092,-122.817008
4832,325595,14599,105A AVE,,,49.194096,-122.817539
4833,325597,14581,105A AVE,,,49.194098,-122.818076
4834,325602,10572,144 ST,,,49.194651,-122.822792
4835,325613,14772,107A AVE,,,49.197666,-122.813244
4836,325617,14790,107A AVE,,,49.197664,-122.812760
4837,325692,10451,NEWARK PL,,,49.192487,-122.816704
4838,325693,10453,NEWARK PL,,,49.192487,-122.816704
4839,325714,10452,NEWARK PL,,,49.192491,-122.817199
4840,325715,10418,NEWARK PL,,,49.191846,-122.817142
4841,325716,10424,NEWARK PL,,,49.192018,-122.817220
4842,325717,10426,NEWARK PL,,,49.192018,-122.817220
4843,325718,10438,NEWARK PL,,,49.192254,-122.817202
4844,325719,10417,NEWARK PL,,,49.191822,-122.816852
4845,325720,10425,NEWARK PL,,,49.191946,-122.816688
4846,325721,10427,NEWARK PL,,,49.191946,-122.816688
4847,325722,10437,NEWARK PL,,,49.192249,-122.816706
4848,325723,10439,NEWARK PL,,,49.192249,-122.816706
4849,327098,10509,154A ST,,,49.193456,-122.794141
4850,327103,10519,154A ST,,,49.193612,-122.794147
4851,327104,10550,154A ST,,,49.194230,-122.793707
4852,327112,10503,155A ST,,,49.193462,-122.791368
4853,327120,15527,104 AVE,,,49.191739,-122.791874
4854,327124,10555,154A ST,,,49.194278,-122.794148
4855,327125,15515,104 AVE,,,49.191736,-122.792138
4856,327129,10565,154A ST,,,49.194445,-122.794148
4857,327130,10490,154A ST,,,49.193284,-122.793706
4858,327140,15518,104A AVE,,,49.192313,-122.792137
4859,327147,10478,155A ST,,,49.192972,-122.790926
4860,327148,10504,155 ST,,,49.193450,-122.792317
4861,327151,15554,104A AVE,,,49.192325,-122.791080
4862,327156,15582,104A AVE,,,49.192334,-122.790287
4863,327230,10702,155A ST,,,49.197163,-122.791050
4864,327245,10759,156 ST,,,49.198031,-122.790156
4865,327260,15648,108 AVE,,,49.198687,-122.788398
4866,327263,15618,108 AVE,,,49.198729,-122.789436
4867,327272,15820,106 AVE,,,49.195050,-122.783623
4868,327274,15633,107 AVE,,,49.197165,-122.788944
4869,327275,15672,108 AVE,,,49.198688,-122.787925
4870,327281,15740,106A AVE,,,49.195953,-122.785872
4871,327284,15641,107 AVE,,,49.197167,-122.788709
4872,327285,15680,108 AVE,,,49.198686,-122.787694
4873,327287,15750,106A AVE,,,49.195952,-122.785595
4874,327291,15652,107 AVE,,,49.196907,-122.788357
4875,327295,15860,106 AVE,,,49.195043,-122.782518
4876,327297,15646,107 AVE,,,49.196909,-122.788589
4877,327298,10789,157 ST,,,49.198469,-122.787198
4878,327299,15890,108 AVE,,,49.198676,-122.782288
4879,327300,15870,106 AVE,,,49.195041,-122.782242
4880,327303,15634,107 AVE,,,49.196907,-122.788824
4881,327304,10777,157 ST,,,49.198290,-122.787185
4882,327310,15896,108 AVE,,,49.198673,-122.781732
4883,327313,15616,107 AVE,,,49.196897,-122.789314
4884,327314,15788,108 AVE,,,49.198685,-122.784741
4885,327317,15679,107A AVE,,,49.198087,-122.787910
4886,327318,15792,108 AVE,,,49.198675,-122.784456
4887,327321,15671,107A AVE,,,49.198087,-122.788131
4888,327326,15859,105A AVE,,,49.194427,-122.782507
4889,327327,15649,107A AVE,,,49.198095,-122.788605
4890,327330,15637,107A AVE,,,49.198093,-122.788878
4891,327332,15747,106A AVE,,,49.196278,-122.785869
4892,359081,6766,150 ST,,,49.125669,-122.806397
4893,359085,6758,150 ST,,,49.125532,-122.806409
4894,359086,14908,67 AVE,,,49.124273,-122.809161
4895,359089,6748,150 ST,,,49.125391,-122.806409
4896,359090,14918,67 AVE,,,49.124273,-122.808946
4897,359091,6738,150 ST,,,49.125254,-122.806399
4898,359092,6730,150 ST,,,49.125105,-122.806416
4899,359093,14932,67 AVE,,,49.124275,-122.808536
4900,359094,15163,66A AVE,,,49.123649,-122.802029
4901,359096,14940,67 AVE,,,49.124271,-122.808329
4902,359100,14952,67 AVE,,,49.124273,-122.807917
4903,359103,15047,67 AVE,,,49.124532,-122.805569
4904,359104,6721,150A ST,,,49.124845,-122.805499
4905,331102,9717,154 ST,,,49.179124,-122.795699
4906,331103,9739,154 ST,,,49.179463,-122.795693
4907,331108,9783,153 ST,,,49.180182,-122.798450
4908,331112,9772,152B ST,,,49.180025,-122.799243
4909,331131,9789,154 ST,,,49.180313,-122.795677
4910,331147,9622,152B ST,,,49.177226,-122.797862
4911,331150,15269,96 AVE,,,49.177024,-122.798834
4912,331177,15552,98 AVE,,,49.180533,-122.791097
4913,331179,9740,155A ST,,,49.180047,-122.790860
4914,331187,9785,155A ST,,,49.180328,-122.791519
4915,331199,9735,155 ST,,,49.179824,-122.794469
4916,331205,9767,155 ST,,,49.180034,-122.792919
4917,331270,15520,100 AVE,,,49.184149,-122.791980
4918,331271,15528,100 AVE,,,49.184153,-122.791743
4919,342931,949,165A ST,,,49.019147,-122.763829
4920,343036,1155,164 ST,,,49.023041,-122.768462
4921,343068,982,163 ST,,,49.019977,-122.770887
4922,343078,16055,8 AVE,,,49.017013,-122.777812
4923,343081,939,161B ST,,,49.019195,-122.774558
4924,343088,16124,9 AVE,,,49.018240,-122.775799
4925,343113,16143,9 AVE,,,49.018547,-122.775758
4926,343114,16090,9 AVE,,,49.018242,-122.776808
4927,343121,965,161B ST,,,49.019591,-122.774436
4928,343131,1033,164 ST,,,49.020854,-122.768434
4929,343145,1038,161A ST,,,49.020861,-122.775621
4930,343148,16081,9 AVE,,,49.018533,-122.777012
4931,343151,971,164 ST,,,49.019669,-122.768437
4932,343246,819,164 ST,,,49.016832,-122.768469
4933,343273,16113,8A AVE,,,49.017617,-122.776303
4934,343274,16121,8A AVE,,,49.017609,-122.776056
4935,343276,16122,8A AVE,,,49.017353,-122.776001
4936,343283,16135,8 AVE,,,49.016740,-122.775670
4937,343291,16235,10 AVE,,,49.020335,-122.772912
4938,343320,1134,163 ST,,,49.022258,-122.770614
4939,343332,956,161A ST,,,49.019514,-122.775296
4940,343380,1481,160A ST,,,49.029009,-122.778048
4941,343387,1342,160 ST,,,49.026391,-122.778959
4942,343388,1488,161 ST,,,49.028994,-122.776230
4943,343389,16157,14 AVE,,,49.027567,-122.774908
4944,343390,16011,14 AVE,,,49.027578,-122.778889
4945,343391,16296,15 AVE,,,49.029140,-122.771021
4946,343406,1489,161 ST,,,49.029163,-122.776685
4947,343409,1553,161 ST,,,49.030339,-122.776608
4948,343412,16025,14 AVE,,,49.027577,-122.778599
4949,343421,1478,160 ST,,,49.028817,-122.778950
4950,343439,1365,162A ST,,,49.026696,-122.773309
4951,343440,16188,14A AVE,,,49.027937,-122.773683
4952,343443,1490,161B ST,,,49.028868,-122.774874
4953,343445,1525,160A ST,,,49.029685,-122.777966
4954,343456,16189,14A AVE,,,49.028120,-122.773566
4955,343463,16140,14B AVE,,,49.028154,-122.775280
4956,343481,1354,162A ST,,,49.026522,-122.772869
4957,343578,16132,13A AVE,,,49.025996,-122.775465
4958,343595,16137,13A AVE,,,49.026261,-122.775259
4959,343658,1444,160 ST,,,49.028127,-122.778953
4960,343670,16276,14 AVE,,,49.027302,-122.771648
4961,343718,1319,160A ST,,,49.025842,-122.778207
4962,343767,1543,168 ST,,,49.029831,-122.757445
4963,343768,1227,168 ST,,,49.024192,-122.757691
4964,343848,16733,16 AVE,,,49.031296,-122.758987
