,COMMENTS,DATE_CONSTRUCTED,DISASTER_RESPONSE_ROUTE,FACILITYID,GREENWAY,LIFECYCLE_COST,LOCATION,MAJOR_ROAD_NETWORK,MATERIAL,NO_LANE,OWNER,PAVING_DATE,RD_CLASS,ROAD_CENTRELINE_TYPE2,ROAD_NAME,ROW_WIDTH,SPEED,STATUS,STREETSWEEPING_ROUTE,TRUCK_ROUTE,YTD_COST
1358,,,None,1000974195,,,,No,Asphalt,2,Surrey,,Local,Road,184A St,,50,Open,,,
1359,,,None,1000974307,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1360,,,None,1000974326,,,,No,Asphalt,2,Surrey,,Local,Road,148A St,,50,Open,,,
1361,,,None,1000974351,,,,No,Asphalt,2,Surrey,,Local,Road,147 St,,50,Open,,,
1362,,,None,1000973697,,,,No,Asphalt,2,Surrey,,Local,Road,147 St,,50,Open,,,
1363,,,None,1000973703,,,,No,Asphalt,2,Surrey,,Local,Road,127B St,,50,Open,,,
1364,,20030612,None,1000973738,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1365,,,None,1000973759,,,,No,Asphalt,2,Surrey,,Collector,Road,20 Ave,24,50,Open,,,
1366,,,None,1000973760,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,104 Ave,42,60,Open,TRANSLINK - T5 CURBS,Truck Routes,
1367,,,None,1000973790,,,,No,Asphalt,2,Surrey,,Local,Road,59B Ave,,50,Open,,,
1368,,,None,1000973795,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1369,,,None,1000983265,,,,No,Asphalt,2,Surrey,,Local,Road,130 St,,50,Open,,,
1370,,,None,1000983426,,,,No,Asphalt,2,Surrey,,Local,Road,Yorkshire Pl,,50,Open,,,
1371,,,None,1000983521,,,,No,Asphalt,2,Surrey,,Local,Road,73A Ave,,50,Open,,,
1372,,,None,1000983547,,,,No,Asphalt,2,Surrey,,Local,Road,57A Ave,,50,Open,,,
1373,,20061030,None,1000983579,,,,No,Asphalt,2,Surrey,,Local,Road,123 St,,50,Open,,,
1374,,20061030,None,1000983629,,,,No,Asphalt,2,Surrey,,Local,Road,21B Ave,,50,Open,,,
1375,,,None,1000983664,,,,No,Asphalt,2,Surrey,,Local,Road,60A Ave,,50,Open,,,
1376,,,None,1000983669,,,,No,Asphalt,2,Surrey,,Local,Road,170 St,,50,Open,,,
1377,,,None,1000983686,,,,No,Asphalt,2,Surrey,,Local,Road,84A Ave,,50,Open,,,
1378,,,None,1000983707,,,,No,Asphalt,2,Surrey,,Local,Road,153B St,,50,Open,,,
1379,,,None,1000983741,,,,No,Asphalt,2,Surrey,,Local,Road,188A St,,50,Open,,,
1380,,,None,1000983774,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,30,60,Open,,No Heavy Truck Routes,
1381,,,None,1000983801,,,,No,Asphalt,2,Surrey,,Local,Road,91A Ave,,50,Open,,,
1382,,,None,1000977871,,,,No,Asphalt,2,Surrey,,Arterial,Road,Hansen Rd,27,50,Open,,,
1383,,20030612,None,1000977920,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
1384,,,None,1000977925,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1385,,,None,1000973653,,,,No,Asphalt,2,Surrey,,Local,Road,110 Ave,,50,Open,,,
1386,,20041202,None,1000973701,,,,No,Asphalt,2,Surrey,,Local,Road,154A St,,50,Open,,,
1387,,20040220,None,1000973757,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1388,,,None,1000973773,,,,No,Asphalt,2,Surrey,,Arterial,Road,184 St,30,50,Open,,,
1389,,,None,1000973807,,,,No,Asphalt,2,Surrey,,Local,Road,61A Ave,,50,Open,,,
1390,,,None,1000973812,,,,No,Asphalt,2,Surrey,,Local,Road,26A Ave,,50,Open,,,
1391,,,None,1000974009,,,,No,Asphalt,2,Surrey,,Local,Road,132B St,,50,Open,,,
1392,,,None,1000974036,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,30,50,Open,,,
1393,,20061030,None,1000974075,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,104 Ave,42,60,Open,TRANSLINK - T5 CURBS,Truck Routes,
1394,,,None,1000974079,,,,No,Asphalt,2,Surrey,,Local,Road,135A St,,50,Open,,,
1395,,,None,1000974104,,,,No,Asphalt,2,Surrey,,Local,Road,99 Ave,,50,Open,,,
1396,,,Secondary,1000974145,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,34,50,Open,TRANSLINK - T4 CURBS,Truck Routes,
1397,,,None,1000974162,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
1398,,,None,1000974176,,,,No,Asphalt,2,Surrey,,Local,Road,126A St,,50,Open,,,
1399,,,None,1000974196,,,,No,Asphalt,2,Surrey,,Local,Road,114 Ave,,50,Open,,,
1400,,,None,1000974272,,,,No,Asphalt,2,Surrey,,Local,Road,98A Ave,,50,Open,,,
1401,,,None,1000976501,,,,No,Asphalt,2,Surrey,,Local,Road,Prince Charles Blvd,,50,Open,,,
1402,,,None,1000976531,,,,No,Asphalt,2,Surrey,,Local,Road,90 Ave,,50,Open,,,
1403,,,None,1000976538,,,,No,Asphalt,2,Surrey,,Local,Road,183A St,,50,Open,,,
1404,,,None,1000976549,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1405,,,None,1000976571,,,,No,Asphalt,2,Surrey,,Local,Road,145A St,,50,Open,,,
1406,,,None,1000976576,,,,No,Asphalt,2,Surrey,,Local,Road,145 St,,50,Open,,,
1407,,20030612,None,1000976580,,,,No,Asphalt,2,Surrey,,Collector,Road,148 St,24,50,Open,,,
1408,,,None,1000976627,,,,No,Asphalt,2,Surrey,,Arterial,Road,128 St,24,50,Open,,,
1409,,,None,1000976669,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,88 Ave,30,50,Open,TRANSLINK - T7 CURBS,Truck Routes,
1410,,,None,1000976678,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,120 St,34,60,Open,TRANSLINK - T1 CURBS,Truck Routes,
1411,,,None,1000976696,,,,No,Asphalt,2,Surrey,,Local,Road,151A St,,50,Open,,,
1412,,,None,1000976700,,,,No,Asphalt,2,Surrey,,Local,Road,165A St,,50,Open,,,
1413,,,None,1000976709,,,,No,Asphalt,2,Surrey,,Local,Road,21A Ave,,50,Open,,,
1414,,,None,1000976781,,,,No,Asphalt,2,Surrey,,Local,Road,86B Ave,,50,Open,,,
1415,,,None,1000976838,,,,No,Asphalt,2,Surrey,,Local,Road,151A St,,50,Open,,,
1416,,,None,1000976896,,,,No,Asphalt,2,Surrey,,Local,Road,178 St,,50,Open,,,
1417,,,None,1000976938,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1418,,,None,1000976993,,,,No,Asphalt,2,Surrey,,Collector,Road,116A Ave,24,50,Open,,,
1419,,,None,1000977067,,,,No,Asphalt,2,Surrey,,Local,Road,62A Ave,,50,Open,,,
1420,,,None,1000977104,,,,No,Asphalt,2,Surrey,,Local,Road,107A Ave,20,50,Open,,,
1421,,,None,1000974397,,,,No,Asphalt,2,Surrey,,Local,Road,102 Ave,,50,Open,,,
1422,,,None,1000974441,,,,No,Asphalt,2,Surrey,,Local,Road,Park Dr,,50,Open,,,
1423,,,None,1000974565,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
1424,,,None,1000974583,,,,No,Asphalt,2,Surrey,,Local,Road,163 St,,50,Open,,,
1425,,,None,1000974608,,,,No,Asphalt,2,Surrey,,Local,Road,151 St,,50,Open,,,
1426,,,None,1000974629,,,,No,Asphalt,2,Surrey,,Local,Road,138 St,20,50,Open,,,
1427,,,None,1000974661,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1428,,20030612,None,1000974728,,,,No,Asphalt,2,Surrey,,Local,Road,58A Ave,,50,Open,,,
1429,,,None,1000974739,,,,Yes,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Dangerous Goods Routes,
1430,,,None,1000974747,,,,No,Asphalt,2,Surrey,,Collector,Road,172 St,24,50,Open,,,
1431,,,None,1000974766,,,,No,Asphalt,2,Surrey,,Local,Road,124A St,,50,Open,,,
1432,,,None,1000974773,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1433,,20061030,None,1000974776,,,,No,Asphalt,2,Surrey,,Local,Road,158 St,,50,Open,,,
1434,,,None,1000985190,,,,No,Asphalt,2,Surrey,,Local,Road,80B Ave,,50,Open,,,
1435,,,None,1000985217,,,,No,Asphalt,2,Surrey,,Local,Road,60B Ave,,50,Open,,,
1436,,,None,1000985264,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1437,Offset Centreline Designation,,None,1000985323,,,,No,Asphalt,2,Surrey,,Collector,Road,94A Ave,22.14,50,Open,,,
1438,,,None,1000985368,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,No Heavy Truck Routes,
1439,,,None,1000983842,,,,No,Asphalt,2,Surrey,,Local,Road,150 St,,50,Open,,,
1440,,,None,1000983850,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1441,,,None,1000983860,,,,No,Asphalt,2,Surrey,,Local,Road,184B St,,50,Open,,,
1442,,,None,1000983918,,,,No,Asphalt,2,Surrey,,Local,Road,106 Ave,,50,Open,,,
1443,,,None,1000983927,,,,No,Asphalt,2,Surrey,,Local,Road,66A Ave,,50,Open,,,
1444,,,None,1000983973,,,,No,Asphalt,2,Surrey,,Local,Road,97 Ave,,50,Open,,,
1445,,,None,1000984016,,,,No,Asphalt,2,Surrey,,Local,Road,79B Ave,,50,Open,,,
1446,,,None,1000982173,,,,No,Asphalt,2,Surrey,,Collector,Road,105A Ave,32,50,Open,,,
1447,,,None,1000982184,,,,Yes,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,,
1448,,,None,1000982339,,,,No,Asphalt,2,Surrey,,Local,Road,155A St,,50,Open,,,
1449,,,Secondary,1000982353,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,42,60,Open,TRANSLINK - T8 CURBS,Truck Routes,
1450,,,None,1000982377,,,,No,Asphalt,2,Surrey,,Local,Road,78A Ave,,50,Open,,,
1451,,,None,1000982433,,,,No,Asphalt,2,Surrey,,Arterial,Road,144 St,30,60,Open,,,
1452,,,None,1000982434,,,,No,Asphalt,2,Surrey,,Local,Road,167 St,,50,Open,,,
1453,,,None,1000982533,,,,No,Asphalt,2,Surrey,,Local,Road,Magnolia Cl,,50,Open,,,
1454,,,None,1000982584,,,,No,Asphalt,2,Surrey,,Local,Road,Prince Charles Blvd,,50,Open,,,
1455,,,None,1000982597,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,Truck Routes,
1456,,,None,1000982617,,,,No,Asphalt,2,Surrey,,Local,Road,22B Ave,,50,Open,,,
1457,,,None,1000974302,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,No Heavy Truck Routes,
1458,,,None,1000974335,,,,No,Asphalt,2,Surrey,,Collector,Road,96 Ave,24,60,Open,,,
1459,,,None,1000974377,,,,No,Asphalt,2,Surrey,,Local,Road,19A Ave,,50,Open,,,
1460,,,None,1000982525,,,,No,Asphalt,2,Surrey,,Local,Road,Somerset Cr,,50,Open,,,
1461,,,None,1000982556,,,,No,Asphalt,2,Surrey,,Arterial,Road,148 St,30,50,Open,,No Heavy Truck Routes,
1462,,,None,1000982605,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,30,60,Open,,,
1463,,20030612,None,1000982635,,,,No,Asphalt,2,Surrey,,Collector,Road,194A St,24,50,Open,,,
1464,,,None,1000982709,,,,No,Asphalt,2,Surrey,,Local,Road,87 Ave,,50,Open,,,
1465,,20030612,None,1000982730,,,,Yes,Asphalt,2,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Truck Routes,
1466,,,None,1000982794,,,,No,Asphalt,2,Surrey,,Local,Road,91A Ave,,50,Open,,,
1467,,,None,1000982819,,,,No,Asphalt,2,Surrey,,Local,Road,Crescent Dr,,30,Open,,,
1468,,,None,1000982833,,,,No,Grass,1,Surrey,,Local,Access Lane,,,,Open,,,
1469,,,None,1000982839,,,,No,Asphalt,2,Surrey,,Local,Road,110 Ave,,50,Open,,,
1470,,,None,1000982854,,,,No,Asphalt,2,Surrey,,Collector,Road,138 St,24,50,Open,,,
1471,,,None,1000982858,,,,No,Asphalt,2,Surrey,,Local,Road,156A St,,50,Open,,,
1472,,,None,1000982861,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
1473,,,None,1000982866,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,24,50,Open,,,
1474,,,None,1000982881,,,,No,Asphalt,2,Surrey,,Collector,Road,94A Ave,24,50,Open,,,
1475,,,None,1000982885,,,,No,Asphalt,2,Surrey,,Local,Road,102A Ave,,50,Open,,,
1476,,,None,1000982968,,,,No,Asphalt,2,Surrey,,Local,Road,21A Ave,,50,Open,,,
1477,,,None,1000984989,,,,No,Asphalt,2,Surrey,,Local,Road,109 Ave,,50,Open,,,
1478,,,None,1000985004,,,,No,Asphalt,2,Surrey,,Local,Road,98 Ave,,50,Open,,,
1479,,,None,1000985008,,,,No,Asphalt,2,Surrey,,Local,Road,97 Ave,,50,Open,,,
1480,,,None,1000985015,,,,No,Asphalt,2,Surrey,,Local,Road,Amble Greene Dr,,50,Open,,,
1481,,,None,1000985076,,,,No,Asphalt,2,Surrey,,Local,Road,96B Ave,,50,Open,,,
1482,,,None,1000985119,,,,No,Asphalt,2,Surrey,,Local,Road,109A Ave,,50,Open,,,
1483,,,None,1000985128,,,,No,Asphalt,2,Surrey,,Collector,Road,172 St,24,50,Open,,,
1484,,,None,1000985129,,,,No,Asphalt,2,Surrey,,Collector,Road,105 Ave,24,50,Open,CITY CENTRE - CONTRACT CURBS,,
1485,,,Primary,1000985152,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Highway 10 (56 Ave),,50,Open,,Dangerous Goods Routes,
1486,,,None,1000985155,,,,No,Asphalt,2,Surrey,,Local,Road,187A St,,50,Open,,,
1487,,,None,1000985158,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
1488,,,None,1000985247,,,,No,Asphalt,2,Surrey,,Collector,Road,City Parkway,24,50,Open,CITY CENTRE - CONTRACT CURBS,,
1489,,20030612,None,1000985261,,,,No,Asphalt,2,Surrey,,Local,Road,142 St,,50,Open,,,
1490,,20030612,None,1000985300,,,,No,Asphalt,2,Surrey,,Local,Road,150A St,,50,Open,,,
1491,,20030612,None,1000985446,,,,No,Asphalt,2,Surrey,,Local,Road,33 Ave,,50,Open,,,
1492,,,None,1000985461,,,,No,Asphalt,2,Surrey,,Local,Road,62A Ave,,50,Open,,,
1493,,20030612,None,1000982803,,,,No,Asphalt,2,Surrey,,Local,Road,Sumac Pl,,50,Open,,,
1494,,,None,1000985377,,,,No,Asphalt,2,Surrey,,Local,Road,Greenbrook Pl,,50,Open,,,
1495,,,None,1000985387,,,,No,Asphalt,2,Surrey,,Local,Road,77A Ave,,50,Open,,,
1496,,20061030,None,1000985441,,,,No,Asphalt,2,Surrey,,Collector,Road,156A St,24,50,Open,,,
1497,,20030612,None,1000985568,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,No Heavy Truck Routes,
1498,,,None,1000985570,,,,No,Asphalt,2,Surrey,,Local,Road,25A Ave,,50,Open,,,
1499,,,None,1000985583,,,,No,Asphalt,2,Surrey,,Local,Road,60A Ave,,50,Open,,,
1500,,,None,1000985588,,,,No,Asphalt,2,Surrey,,Local,Road,79A Ave,,50,Open,,,
1501,,,None,1000985595,,,,No,Asphalt,2,Surrey,,Local,Road,Delwood Pl,,50,Open,,,
1502,,,None,1000985618,No,,,No,Asphalt,2,Surrey,,Local,Road,2 Ave,,50,Open,,No Heavy Truck Routes,
1503,,,None,1000985630,,,,No,Asphalt,2,Surrey,,Local,Road,94 Ave,,50,Open,,,
1504,,,None,1000972477,,,,No,Asphalt,2,Surrey,,Local,Road,78 Ave,,50,Open,,,
1505,,,None,1000972497,,,,No,Asphalt,2,Surrey,,Local,Road,133A St,,50,Open,,,
1506,,,None,1000972506,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1507,,,None,1000972519,,,,No,Asphalt,2,Surrey,,Local,Road,77A Ave,,50,Open,,,
1508,,,None,1000982931,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1509,,,None,1000982937,,,,No,Asphalt,2,Surrey,,Collector,Road,144 St,24,50,Open,,,
1510,,,None,1000982949,,,,No,Asphalt,2,Surrey,,Collector,Road,Chantrell Park Dr,24,50,Open,,,
1511,,,Secondary,1000982962,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,King George Blvd,37,60,Open,TRANSLINK - T5 CURBS,Dangerous Goods Routes,
1512,,,None,1000982969,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1513,,,None,1000982619,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
1514,,,None,1000982719,,,,No,Asphalt,2,Surrey,,Local,Road,135A St,,50,Open,,,
1515,,,None,1000982829,,,,No,Asphalt,2,Surrey,,Local,Road,78 Ave,,50,Open,,,
1516,,,None,1000979535,,,,No,Asphalt,2,Surrey,,Local,Road,133 St,20,50,Open,,,
1517,,,None,1000979565,,,1987,No,Asphalt,2,Surrey,,Local,Road,89A Ave,,50,Open,,,
1518,,,None,1000979630,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1519,,,None,1000979632,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,NORTH BRIDGEVIEW,,
1520,,,None,1000979672,,,,No,Asphalt,2,Surrey,,Local,Road,190 St,,50,Open,,,
1521,,,None,1000979675,,,,No,Asphalt,2,Surrey,,Local,Road,74 Ave,,50,Open,,,
1522,,,None,1000979713,,,,No,Asphalt,2,Surrey,,Local,Road,116 St,,50,Open,,No Heavy Truck Routes,
1523,,,None,1000979742,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
1524,,,None,1000979764,,,,No,Asphalt,2,Surrey,,Local,Road,166 St,,50,Open,,,
1525,,,None,1000979826,,,,No,Asphalt,2,Surrey,,Local,Road,139 St,20,50,Open,,,
1526,,,None,1000979848,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1527,,,None,1000979858,,,,No,Asphalt,2,Surrey,,Local,Road,131 St,,50,Open,,,
1528,,,None,1000979903,,,,No,Asphalt,2,Surrey,,Arterial,Road,56 Ave,30,50,Open,,,
1529,,,None,1000979941,,,,No,Asphalt,2,Surrey,,Local,Road,Suncrest Dr,,50,Open,,,
1530,,,Primary,1000983027,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Hwy 15,,70,Open,,Dangerous Goods Routes,
1531,,,None,1000983032,,,,No,Asphalt,2,Surrey,,Local,Road,Bradford Pl,,50,Open,,,
1532,,,None,1000983054,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
1533,,,None,1000979960,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,60,Open,,,
1534,,,None,1000979974,,,,No,Asphalt,2,Surrey,,Local,Road,133A St,,50,Open,,,
1535,,,None,1000980033,,,,No,Asphalt,2,Surrey,,Collector,Road,164 St,24,50,Open,,,
1536,,,None,1000980039,,,,No,Asphalt,2,Surrey,,Local,Road,Claytonwood Cr,,50,Open,,,
1537,,,None,1000980064,,,,No,Asphalt,2,Surrey,,Local,Road,Parkside Crt,,50,Open,,,
1538,,,None,1000980070,,,,No,Asphalt,2,Surrey,,Local,Road,15B Ave,,50,Open,,,
1539,,,None,1000980072,,,,No,Asphalt,2,Surrey,,Local,Road,169 St,,50,Open,,,
1540,,,None,1000980126,,,,No,Asphalt,2,Surrey,,Local,Road,195A St,,50,Open,,,
1541,,,None,1000980149,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1542,,,None,1000980183,,,,No,Asphalt,2,Surrey,,Arterial,Road,148 St,30,50,Open,,,
1543,,,None,1000980255,,,,No,Asphalt,2,Surrey,,Local,Road,95A Ave,,50,Open,,,
1544,,,None,1000980261,,,,No,Asphalt,2,Surrey,,Collector,Road,115A Ave,24,50,Open,,,
1545,,,None,1000980298,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1546,,,None,1000980340,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,64 Ave,30,60,Open,,No Heavy Truck Routes,
1547,,,None,1000980414,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
1548,,,None,1000980425,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
1549,,20061030,None,1000982850,,,,No,Asphalt,2,Surrey,,Collector,Road,154 St,24,50,Open,,,
1550,,,None,1000982891,,,,No,Asphalt,2,Surrey,,Local,Road,148A St,,50,Open,,,
1551,,,None,1000982923,,,,No,Asphalt,2,Surrey,,Local,Road,147 St,,50,Open,,,
1552,,20030612,None,1000982932,,,,No,Asphalt,2,Surrey,,Arterial,Road,72 Ave,30,50,Open,,No Heavy Truck Routes,
1553,,,None,1000983009,,,,No,Asphalt,2,Surrey,,Local,Road,27 Ave,,50,Open,,,
1554,,20030612,None,1000983101,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
1555,,,None,1000983120,,,,No,Asphalt,2,Surrey,,Collector,Road,70 Ave,24,50,Open,,,
1556,,,None,1000983150,,,,No,Asphalt,2,Surrey,,Local,Road,29A Ave,,50,Open,,,
1557,,20061030,None,1000983191,,,,No,Asphalt,2,Surrey,,Arterial,Road,184 St,30,50,Open,,,
1558,,,None,1000983250,,,,No,Asphalt,2,Surrey,,Local,Road,Bakerview Dr,,50,Open,,,
1559,,,None,1000983297,,,,No,Asphalt,2,Surrey,,Local,Road,170A St,,50,Open,,,
1560,,,None,1000983300,,,,No,Asphalt,2,Surrey,,Local,Road,145A St,,50,Open,,,
1561,,,None,1000983303,,,,No,Asphalt,2,Surrey,,Local,Road,19 Ave,,50,Open,,,
1562,,20061030,None,1000983345,No,,,No,Asphalt,2,Surrey,,Local,Road,163 St,,50,Open,,,
1563,,,None,1000983493,,,,No,Asphalt,2,Surrey,,Local,Road,183A St,,50,Open,,,
1564,Offset Centreline Designation,,None,1000983505,,,,No,Asphalt,2,Surrey,,Arterial,Road,128 St,30,50,Open,,,
1565,,,None,1000980315,,,,No,Asphalt,2,Surrey,,Local,Road,123 St,,50,Open,,,
1566,,,None,1000980334,,,,No,Asphalt,2,Surrey,,Local,Road,102 Ave,20,50,Open,,,
1567,,,None,1000983043,,,,No,Asphalt,2,Surrey,,Local,Road,Royal Cr,,50,Open,,,
1568,,,None,1000983114,,,,No,Asphalt,2,Surrey,,Local,Road,87A Ave,,50,Open,,,
1569,,,None,1000983216,,,,No,Asphalt,2,Surrey,,Local,Road,87 Ave,,50,Open,,,
1570,,,None,1000983220,,,,No,Asphalt,2,Surrey,,Arterial,Road,184 St,30,50,Open,,,
1571,,,None,1000983238,,,,No,Asphalt,2,Surrey,,Local,Road,Bedford Dr,,50,Open,,,
1572,,,None,1000983276,,,,No,Asphalt,2,Surrey,,Collector,Road,New Mclellan Rd,20,50,Open,,,
1573,,,None,1000983292,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,No Heavy Truck Routes,
1574,,,None,1000983296,,,,No,Asphalt,2,Surrey,,Local,Road,18 Ave,,50,Open,,,
1575,,,None,1000983353,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
1576,,20030612,None,1000983365,,,,No,Asphalt,2,Surrey,,Local,Road,66 Ave,,50,Open,,,
1577,,20040226,None,1000983430,,,,No,Asphalt,2,Surrey,,Local,Road,67A Ave,,50,Open,,,
1578,,20061030,None,1000983456,,,,No,Asphalt,2,Surrey,,Local,Road,184A St,,50,Open,,,
1579,,,None,1000983460,,,,No,Asphalt,2,Surrey,,Local,Road,62B Ave,,50,Open,,,
1580,,,None,1000980011,,,,No,Asphalt,2,Surrey,,Local,Road,176A St,,50,Open,,,
1581,,,,1000980048,,,,No,Gravel,,Surrey,,None,Railway,Burl North (Crescent) Rwy,,,Open,,,
1582,,,None,1000980081,,,,No,Asphalt,2,Surrey,,Local,Road,57 Ave,,50,Open,,,
1583,,,None,1000980085,,,,No,Asphalt,2,Surrey,,Local,Road,137A St,,50,Open,,,
1584,,,None,1000980095,,,,No,Asphalt,2,Surrey,,Local,Road,85A Ave,,50,Open,,,
1585,,,None,1000980099,,,,No,Asphalt,2,Surrey,,Local,Road,133 St,,50,Open,,,
1586,,,None,1000979976,,,,No,Asphalt,2,Surrey,,Local,Road,63A Ave,,50,Open,,,
1587,,,None,1000980007,,,,No,Asphalt,2,Surrey,,Local,Road,122A St,,50,Open,,,
1588,,,None,1000980037,,,,No,Asphalt,2,Surrey,,Local,Road,87A Ave,,50,Open,,,
1589,,,None,1000980038,,,,No,Asphalt,2,Surrey,,Local,Road,101A Ave,,50,Open,,,
1590,,20061030,None,1000980061,,,,No,Asphalt,2,Surrey,,Local,Road,55A Ave,,50,Open,,,
1591,,,None,1000973837,,,,No,Asphalt,2,Private,,Local,Road,146A St,,50,Open,,,
1592,,20030612,None,1000973880,,,,No,Asphalt,2,Surrey,,Collector,Road,86 Ave,24,50,Open,,,
1593,,,None,1000973983,,,,No,Asphalt,2,Surrey,,Local,Road,133 St,,50,Open,,,
1594,,,None,1000974017,,,,No,Asphalt,2,Surrey,,Arterial,Road,148 St,30,50,Open,,,
1595,,,None,1000974061,,,,No,Asphalt,2,Surrey,,Local,Road,127 St,,50,Open,,,
1596,,20030612,None,1000974114,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,,
1597,,,None,1000974132,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,24,50,Open,,,
1598,,,None,1000974144,,,,No,Asphalt,2,Surrey,,Local,Road,80A Ave,,50,Open,,,
1599,,,None,1000974153,,,,No,Asphalt,2,Surrey,,Collector,Road,18 Ave,24,50,Open,,,
1600,,,None,1000974204,,,,No,Asphalt,2,Surrey,,Local,Road,155 St,,50,Open,,,
1601,,,None,1000974236,,,,No,Asphalt,2,Surrey,,Collector,Road,154 St,24,50,Open,,,
1602,,,None,1000974279,,,,No,Asphalt,2,Surrey,,Local,Road,Fraserglen Dr,,50,Open,,,
1603,,,None,1000974291,,,,No,Asphalt,2,Surrey,,Local,Road,124A St,,50,Open,,,
1604,,,None,1000974311,,,,No,Asphalt,2,Surrey,,Local,Road,145B St,,50,Open,,,
1605,,,None,1000980442,,,,No,Asphalt,2,Surrey,,Local,Road,Salisbury Dr,,50,Open,,,
1606,,,None,1000980448,,,,No,Asphalt,2,Surrey,,Local,Road,142 St,,50,Open,,,
1607,,,None,1000980457,,,,No,Asphalt,2,Surrey,,Local,Road,Semiahmoo Rd,,50,Open,,,
1608,,,None,1000977950,,,,No,Asphalt,2,Surrey,,Local,Road,170 St,,50,Open,,,
1609,,,None,1000977961,,,,No,Asphalt,2,Surrey,,Local,Road,73A Ave,,50,Open,,,
1610,,,None,1000977963,,,,No,Asphalt,2,Surrey,,Local,Road,19 Ave,,50,Open,,,
1611,,,None,1000977996,,,,No,Asphalt,2,Surrey,,Local,Road,103A Ave,,50,Open,,,
1612,,,None,1000978008,,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
