,BAFFLES_END1,BAFFLES_END2,BIKE_INFRASTRUCTURE_TYPE,BIKE_NETWORK,COMMENTS,CORRIDOR_FUNCTION,CORRIDOR_NAME,CORRIDOR_TYPE,DESCRIPTION,EQ_NO,FACILITYID,FENCING_SIDE1,FENCING_SIDE2,HABITAT,LEGACYID,LENGTH,LOCATION,MAINTENANCE_RESPONSIBILITY,MATERIAL,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OPERATOR,OWNER,PARK_OWNERSHIP,PRK_BRIDGE_SPECIAL_FEATURES,PRK_TRAIL_SERVICE_CLASS,PROJECT_NO,RAILINGS_MATERIAL1,RAILINGS_MATERIAL2,REFERENCE_NO,ROUTE_TYPE2,STATUS,TREES_PLANTED,USE_LEVEL,WIDTH,YR
585,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T40 Trail; South Surrey Bike Park, 2200 148 St",,1001485068,,,,,,in bike park,Parks,,"South Surrey Bike Park, 2200 148 St",Park,Parks,Parks,Surrey,,,A,,,,T40,Off Road Bike Recreation Trail,In Service,No,,,2009
586,,,,,(lbob new) Spring loaded gates at street,Recreation,,,"T2 Trail; Freedom Dog-Off-Leash Park, 15452 84 Ave",,1001485102,,,,,,"From T1 in east, east to 83A Ave.",Parks,Gravel,"Freedom Dog-Off-Leash Park, 15452 84 Ave",Park,Parks,Parks,Surrey,,,A,,,,T2,Nature Trail,In Service,No,,1.5,2009
587,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T24 Trail; South Surrey Bike Park, 2200 148 St",,1001485111,,,,,,in bike park,Parks,,"South Surrey Bike Park, 2200 148 St",Park,Parks,Parks,Surrey,,,A,,,,T24,Off Road Bike Recreation Trail,In Service,No,,,2009
588,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T6 Trail; Latimer Park, 2786 192 St",,1001485120,,,,,,"from east side of park, crosses T7 to T11",Parks,Dirt,"Latimer Park, 2786 192 St",Park,Parks,Parks,Surrey,,,A,,,,T6,Off Road Bike Recreation Trail,In Service,No,,1.8,2009
589,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T12 Trail; Latimer Park, 2786 192 St",,1001485121,,,,,,connects T7 to T1,Parks,Dirt,"Latimer Park, 2786 192 St",Park,Parks,Parks,Surrey,,,A,,,,T12,Off Road Bike Recreation Trail,In Service,No,,,2009
590,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T13 Trail; South Surrey Bike Park, 2200 148 St",,1001485074,,,,,,in bike park,Parks,,"South Surrey Bike Park, 2200 148 St",Park,Parks,Parks,Surrey,,,A,,,,T13,Off Road Bike Recreation Trail,In Service,No,,,2009
591,,,,,(lbob new) ,,,,"P2 Path; Meridian By The Sea Park, 2040 - 150 St",,1001485742,,,,,,from 150 St to NW corner of tennis courts,Parks,Asphalt,"Meridian By The Sea Park, 2040 150 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
592,,,,,(lbob new) ,,,,"P2 Path; Amelia Adams Park, 8546 - 121A St",,1001485766,,,,,,From P1 to playground,Parks,Asphalt,"Amelia Adams Park, 8546 121A St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
593,,,,,(lbob new) ,,,,"P7 Path; Southmere Village Park, 1701 - Martin Dr",,1001485784,,,,,,in south section from 17 Ave entrance to P5,Parks,Asphalt,"Southmere Village Park, 1701 Martin Dr",Park,Parks,Parks,Surrey,,,,,,,P7,General Access and Recreation,In Service,No,,,2009
594,,,,,(lbob new) ,,,,"P8 Path; Crescent Park, 2585 132 St",,1001485795,,,,,,from south parking lot near caretakers to forest *,Parks,Dirt,"Crescent Park, 2585 132 St",Park,Parks,Parks,Surrey,,,,,,,P8,General Access and Recreation,In Service,No,,,2009
595,,,,,(lbob new) ,,,,"P5 Path; Bakerview Park, 1845 - 154 St",,1001485794,,,,,,from P3 to parking lot,Parks,Limestone,"Bakerview Park, 1845 154 St",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
596,,,,,(lbob new) ,,,,"P1 Path; 121H - Walkway - VIP, 1852 - 129A St",,1001484772,,,,,,18A Ave to 19A Ave,Parks,Asphalt,"121H - Walkway - VIP, 1852 129A St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
597,,,,,(lbob new) ,,,,"P1 Path;  75K - Greenbelt, 6098 163b St",,1001485984,,,,,,from 164 St to 163b St,Parks,Asphalt,"75K - Greenbelt, 6098 163b St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,1.5,2009
598,,,,,(lbob new) ,,,,"P2 Path (Semiahmoo Greenway); Semiahmoo Trail - 123A, 15109 23A Ave",,1001485989,,,,,,From Southern 23A Ave entrance to forest edge,Parks,Asphalt,"Semiahmoo Trail - 123A, 15109 23A Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
599,,,,,(lbob new) ,,,,"P1 Path; Goodrich Place Park, 7645 Goodrich Pl",,1001484699,,,,,,from Goodrich Pl to playground,Parks,Gravel,"Goodrich Place Park, 7645 Goodrich Pl",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
600,,,,,(lbob new) ,Nature Trail,,,"P2 Trail; Meridian Park, 2271 149A St",,1001484707,,,,,,from northeast corner entrance to north side,Parks,Limestone,"Meridian Park, 2271 149A St",Park,Parks,Parks,Surrey,,,C,,,,P2,General Access and Recreation,In Service,No,,,2009
601,,,,,(lbob new) ,,,,"P2 Path; 32Q - Greenbelt, 14340 90 Ave",,1001484745,,,,,,from 90A Ave entrance to forest edge,Parks,Concrete,"32Q - Greenbelt, 14340 90 Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,2,2009
602,,,,,(lbob new) Requires wwidening and surfacing,Nature Trail,,,"T12 Trail;  Redwood Park, 17900 20 Ave",,1001484756,,,,,,From east end of T11 to south end of main lawn ar*,Parks,Dirt,"Redwood Park, 17900 20 Ave",Park,Parks,Parks,Surrey,,,C,,,,T12,Nature Trail,In Service,No,,1,2009
603,,,,,(lbob new) ,,,,"P1 Path; 121G - Walkway - VIP, 12965 - 19 Ave",,1001484771,,,,,,Throughout Site,Parks,Asphalt,"121G - Walkway - VIP, 12965 19 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
604,,,,,(lbob new) ,,,,"P2 Path; Bothwell Elementary School Park, 10148 170A St",,1001485777,,,,,,from 171a St to forest edge and from forest edge *,Parks,Limestone,"Bothwell Elementary School Park, 10148 170A St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
605,,,,,(lbob new) ,,,,"P6 Path; Greenaway Park, 17905 60 Ave",,1001485810,,,,,,from NW corner of pool to P1,Parks,Gravel,"Greenaway Park, 17905 60 Ave",Park,Parks,Parks,Surrey,,,,,,,P6,General Access and Recreation,In Service,No,,,2009
606,,,,,(lbob new) ,,,,"P2 Path; Beaver Creek Heights Park, 6722 122A St",,1001485817,,,,,,from 123 St to forest edge and from forest edge t*,Parks,Other,"Beaver Creek Heights Park, 6722 122A St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
607,,,,,(lbob new) ,,,,"P1 Path; Fern Park, 9420 - 164 St",,1001485822,,,,,,From 164 St Entrance To Wooded Area,Parks,Limestone,"Fern Park, 9420 164 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
608,,,,,(lbob new) ,,,,"P3 Path; 35C - Utility ROW, 9530 - 162A St",,1001485824,,,,,,from 95 Ave to Green Timbers Greenway,Parks,Concrete,"35C - Utility ROW, 9530 162A St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
609,,,,,(lbob new) Vehicle barrier at 86 Ave.,Recreation,,,"T1 Trail; Bucci Park, 8594 166 St",,1001486132,,,,,,Southeast corner,Parks,Gravel,"Bucci Park, 8594 166 St",Park,Parks,Parks,Surrey,,,B1,,,,T1,Nature Trail,In Service,No,,,2009
610,,,,,(lbob new) ,,,,"P1 Path; 63E - Greenbelt, 6958 150 St",,1001486095,,,,,,from 69 Ave to 151A St,Parks,Limestone,"63E - Greenbelt, 6958 150 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
611,,,,,(lbob new) ,,,,"P4 Path; Briarwood Park, 9735 156 St",,1001486114,,,,,,from northern 155a St entrance to park,Parks,Asphalt,"Briarwood Park, 9735 156 St",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
612,,,,,(lbob new) ,,,,"P1 Path; 15L - Greenbelt, 10751 Eastglen Close",,1001486117,,,,,,from Glenwood Crescent North to lane and to 108 A*,Parks,Asphalt,"15L - Greenbelt, 10751 Eastglen Close",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
613,,,,,(lbob new) ,,,,"P1 Path; Dunsmuir Farm, 2900 Dunsmuir Rd",,1001486130,,,,,,north into Dunsmuir Farm from road,Parks,Gravel,"Dunsmuir Farm, 2900 Dunsmuir Rd",Land,Parks,Parks,Surrey,,,,,,,P1,Vehicle Access,In Service,No,,3.5,2009
614,,,,,(lbob new) ,,,,"P4 Path; Aspen Park - 71L, 13380 - 59B Ave",,1001485089,,,,,,from entrance at 13363 59 Ave,Parks,Concrete,"Aspen Park - 71L, 13380 59B Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
615,,,,,(lbob new) ,,,,"P1 Path; Aspen Park - 71L, 13380 - 59B Ave",,1001485090,,,,,,through out park,Parks,Asphalt,"Aspen Park - 71L, 13380 59B Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
616,,,,,(lbob new) ,,,,"P1 Path; Semiahmoo Trail - 113B, 2570 149 St",,1001485082,,,,,,from 25a Ave & 150 St entrance to forest edge to *,Parks,Limestone,"Semiahmoo Trail - 113B, 2570 149 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
617,,,,,(lbob new) ,,,,"P1 Path; Pioneer Park, 6572 - 133 St",,1001485699,,,,,,from 67b Ave to P4 & P5,Parks,Asphalt,"Pioneer Park, 6572 133 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
618,,,,,(lbob new) ,,,,"P8 Path; Blackie Spit, 3136 McBride Ave",,1001485713,,,,,,wickson point area along road edge connects to P5,Parks,Gravel,"Blackie Spit, 3136 McBride Ave",Park,Parks,Parks,Surrey,,,,,,,P8,General Access and Recreation,In Service,No,,,2009
619,,,,,(lbob new) ,,,,"P2 Path; Dominion Park, 8225 - 134 St",,1001485724,,,,,,from 134 St entrance to P1,Parks,Asphalt,"Dominion Park, 8225 134 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
620,,,,,(lbob new) ,Recreation,,,"T1 Trail (Semiahmoo Greenway); Semiahmoo Trail - 123A, 15109 23A Ave",,1001485780,,,,,,Northern 23 A Ave Entrance to 24 Ave Ent,Parks,Gravel,"Semiahmoo Trail - 123A, 15109 23A Ave",Park,Parks,Parks,Surrey,,,A,,,,T1,Nature Trail,In Service,No,,,2009
621,,,,,(lbob new) ,,,,"P1 Path; 124E - Greenbelt - VIP Site, 15486 - 20 Ave",,1001485787,,,,,,From 20 Ave Entrance To 155 St Entrance,Parks,Asphalt,"124E - Greenbelt - VIP Site, 15486 20 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
622,,,,,(lbob new) ,,,,"P3 Path; Bakerview Park, 1845 - 154 St",,1001485793,,,,,,from P2 to perimeter of community hall and parkin*,Parks,Asphalt,"Bakerview Park, 1845 154 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
623,,,,,(lbob new) ,,,,"P1 Path; Bucci Park, 8594 - 166 St",,1001486302,,,,,,from north 166 St entrance along east side of par*,Parks,Asphalt,"Bucci Park, 8594 166 St",Park,Parks,Parks,Surrey,,,,,,,P1,Vehicle Access,In Service,No,,,2009
624,,,,,(lbob new) ,,,,"P1 Path; Claude Harvie Park, 5780 182 St",,1001484910,,,,,,Through Park,Parks,Limestone,"Claude Harvie Park, 5780 182 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,2.5,2009
625,,,,,(lbob new) ,,,,"P1 Path; Greenaway Park, 17905 - 60 Ave",,1001484914,,,,,,East of Tennis Court,Parks,Asphalt,"Greenaway Park, 17905 60 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
626,,,,,(lbob new) ,,,,"P6 Path; Princess Margaret Park, 7044 - 128 St",,1001484916,,,,,,from parking lot south area of park,Parks,Limestone,"Princess Margaret Park, 7044 128 St",Park,Parks,Parks,Surrey,,,,,,,P6,General Access and Recreation,In Service,No,,,2009
627,,,,,(lbob new) ,,,,"P1 Path; 42C - Utility ROW, 14204 82a Ave",,1001484923,,,,,,from 82a Ave to natural Area edge on south side o*,Parks,Asphalt,"42C - Utility ROW, 14204 82a Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
628,,,,,(lbob new) ,,,,"P21 Path; Bear Creek Park, 13750 - 88 Ave",,1001484924,,,,,,from P19 to 140 St sidewalk,Parks,Concrete,"Bear Creek Park, 13750 88 Ave",Park,Parks,Parks,Surrey,,,,,,,P21,General Access and Recreation,In Service,No,,,2009
629,,,,,(lbob new) ,,,,"P1 Path; Chantrell Creek Park, 13741 24 Ave",,1001486166,,,,,,along N edge of site from 137a St to forest edge,Parks,Limestone,"Chantrell Creek Park, 13741 24 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,Vehicle Access,In Service,No,,,2009
630,,,,,(lbob new) ,,,,"P5 Path; Southmere Village Park, 1701 - Martin Dr",,1001486174,,,,,,in south section from Southmere Cr around north p*,Parks,Asphalt,"Southmere Village Park, 1701 Martin Dr",Park,Parks,Parks,Surrey,,,,,,,P5,Vehicle Access,In Service,No,,,2009
631,,,,,(lbob new) ,,,,"T1 Trail (Hazelnut Greenway); Hazelnut Meadows Community Park, 14069 68 Ave",,1001486136,,,,,,Playground area to T2,Parks,Gravel,"Hazelnut Meadows Community Park, 14069 68 Ave",Park,Parks,Parks,Surrey,,,A,,,,T1,Vehicle Access,In Service,No,,2.5,2009
632,,,,,(lbob new) ,,,,"P6 Path; Sullivan Park, 6272 - 152 St",,1001486160,,,,,,access to ball diamonds,Parks,Concrete,"Sullivan Park, 6272 152 St",Park,Parks,Parks,Surrey,,,,,,,P6,Vehicle Access,In Service,No,,,2009
633,,,,,"(lbob new) On photo, appears to go out of park boundary but within city land (road ROW): veers north after here",,,,"T1 Trail; Clayton Park, 18513 70 Ave",,1001485099,,,,,,Middle of park on south boundary (b/w forest clum*,Parks,Asphalt,"Clayton Park, 18513 70 Ave",Park,Parks,Parks,Surrey,,,A,,,,T1,General Access and Recreation,In Service,No,,,2009
634,,,,,(lbob new) ,,,,"T1 Trail; 32Q - Greenbelt, 14340 90 Ave",,1001485092,,,,,,from 89a Ave to South end of concrete path from 9*,Parks,Limestone,"32Q - Greenbelt, 14340 90 Ave",Park,Parks,Parks,Surrey,,,B2,,,,T1,General Access and Recreation,In Service,No,,2,2009
635,,,,,(lbob new) ,Recreation,,,"T1 Trail; Alder Park, 13907 Highway 10",,1001485107,,,,,,from SE corner of forest to cul-de-sac,Parks,Limestone,"Alder Park, 13907 Highway 10",Park,Parks,Parks,Surrey,,,B1,,,,T1,Nature Trail,In Service,No,,1.5,2009
636,,,,,(lbob new) ,,,,"P2 Path; Erma Stephenson Park, 15920 110 Ave",,1001485755,,,,,,from parking lot to 110 Ave,Parks,Asphalt,"Erma Stephenson Park, 15920 110 Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
637,,,,,(lbob new) Bike baffle at road entrance,Recreation,,,"T6 Trail; Elgin Heritage Park, 13723 Crescent Rd",,1001484471,,,,,,"From Crescent Rd. in south to T5, near gravel par*",Parks,Gravel,"Elgin Heritage Park, 13723 Crescent Rd",Park,Parks,Parks,Surrey,,,A,,,,T6,Nature Trail,In Service,No,,1.6,2009
638,,,,,(lbob new) ,Recreation,,,"T13 Trail; Hi-Knoll Park, 19569 Colebrook Rd",,1001484475,,,,,,From T1 into the forest connecting with T32,Parks,Dirt,"Hi-Knoll Park, 19569 Colebrook Rd",Park,Parks,Parks,Surrey,,,B2,,,,T13,Nature Trail,In Service,No,,1.1,2009
639,,,,,(lbob new) ,,,,"P9 Path; 34A - Utility ROW, 15472 - 95A Ave",,1001484720,,,,,,from 15547 95 Ave to P11,Parks,Concrete,"34A - Utility ROW, 15472 95A Ave",Park,Parks,Parks,Surrey,,,,,,,P9,General Access and Recreation,In Service,No,,,2009
640,,,,,(lbob new) ,,,,"P2 Path; Clover Ridge Park, 19087 - 57 Ave",,1001485958,,,,,,from 59 Ave to 58 Ave,Parks,Asphalt,"Clover Ridge Park, 19087 57 Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
641,,,,,(lbob new) ,,,,"P4 Path; Lionel Courchene Park, 9900 - 154 St",,1001485971,,,,,,from P3 to diamond #1,Parks,Asphalt,"Lionel Courchene Park, 9900 154 St",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
642,,,,,(lbob new) ,,,,"P5 Path; Lionel Courchene Park, 9900 - 154 St",,1001485972,,,,,,from building south to 98 Ave,Parks,Limestone,"Lionel Courchene Park, 9900 154 St",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
643,,,,,(lbob new) ,,,,"P1 Path; Tom Binnie Park, 10665 - City Parkway",,1001485996,,,,,,from University Drive to City Parkway,Parks,Asphalt,"Tom Binnie Park, 10665 City Parkway",Park,Parks,Parks,Surrey,,,,,,,P1,Vehicle Access,In Service,No,,,2009
644,,,,,"(lbob new) Section near tennis courts is asphalt and the west section needs surfacing, old limestone crush is slippery",Recreation,,,"T1 Trail; Kennedy Park, 9058 Holt Rd",,1001486000,,,,,,From pool area to tennis courts,Parks,Gravel,"Kennedy Park, 9058 Holt Rd",Park,Parks,Parks,Surrey,,,B1,,,,T1,Nature Trail,In Service,No,,2.3000000000000003,2009
645,,,,,(lbob new) ,,,,"P3 Path; Bucci Park, 8594 - 166 St",,1001484696,,,,,,"from 86a Ave to forest edge, then from forest edg*",Parks,Limestone,"Bucci Park, 8594 166 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
646,,,,,(lbob new) ,,,,"P4 Path; John Tompson Park, 14324 Hawkstream Dr",,1001484698,,,,,,from 140 St to P6 at northwest portion of site,Parks,Asphalt,"John Tompson Park, 14324 Hawkstream Dr",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,2,2009
647,,,,,(lbob new) ,,,,"Bridge #1 - Wood; 32Q - Greenbelt, 14340 90 Ave",0707-000000190,1001486283,,,,,,over creek @ S end of concrete path from 90 Ave,Parks,Wooden,"32Q - Greenbelt, 14340 90 Ave",,Parks,,,,,,,,,1,Pedestrian Bridge,M,,,,
648,,,,,(lbob new) ,Recreation,,,"T120 Trail; Bear Creek Park, 13750 88 Ave",,1001485108,,,,,,"from N side of gardens, northward across King Cre*",Parks,Limestone,"Bear Creek Park, 13750 88 Ave",Park,Parks,Parks,Surrey,,,A,,,,T120,Nature Trail,In Service,No,,,2009
649,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T5 Trail; Latimer Park, 2786 192 St",,1001485114,,,,,,Connects T1 to T7 and back to T1,Parks,Dirt,"Latimer Park, 2786 192 St",Park,Parks,Parks,Surrey,,,A,,,,T5,Off Road Bike Recreation Trail,In Service,No,,1,2009
650,,,,,(lbob new) ,,,,"P12 Path; Hawthorne Park, 10503 - 144 St",,1001486068,,,,,,from townhouse complex in SW to forest edge,Parks,Limestone,"Hawthorne Park, 10503 144 St",Park,Parks,Parks,Surrey,,,,,,,P12,General Access and Recreation,In Service,No,,,2009
651,,,,,(lbob new) ,Recreation,,,"T6 Trail; Hawthorne Park, 10503 144 St",,1001484550,,,,,,T5 to southwest edge of meadow,Parks,Gravel,"Hawthorne Park, 10503 144 St",Park,Parks,Parks,Surrey,,,A,,,,T6,Nature Trail,In Service,No,,,2009
652,,,,,(lbob new) ,Recreation,,,"T1 Trail; 120A - Greenbelt, 12617 Ocean Cliff Dr",,1001484483,,,,,,from 21a Ave to Ocean Cliff Dr,Parks,Gravel,"120A - Greenbelt, 12617 Ocean Cliff Dr",Park,Parks,Parks,Surrey,,,B2,,,,T1,Nature Trail,In Service,No,,1.5,2009
653,,,,,(lbob new) ,Recreation,,,"T2 Trail; 120A - Greenbelt, 12617 Ocean Cliff Dr",,1001484484,,,,,,from Ocean Forest Dr to T1,Parks,Gravel,"120A - Greenbelt, 12617 Ocean Cliff Dr",Park,Parks,Parks,Surrey,,,B2,,,,T2,Nature Trail,In Service,No,,1.5,2009
654,,,,,(lbob new) ,,,,"T1 Trail; Semiahmoo Trail - 123A, 15109 23A Ave",,1001484724,,,,,,"Running along ROW, joining east and west 22 Ave.",Parks,Gravel,"Semiahmoo Trail - 123A, 15109 23A Ave",Park,Parks,Parks,Surrey,,,A,,,,T1,General Access and Recreation,In Service,No,,1.7,2009
655,,,,,(lbob new) ,,,,"P1 Path; 121E - Greenbelt - VIP Site, 12848 19a Ave",,1001484734,,,,,,From 128A St To Wooded Area,Parks,Asphalt,"121E - Greenbelt - VIP Site, 12848 19a Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
656,,,,,(lbob new) ,,,,"P4 Path;  Fleetwood Park, 15802 80 Ave",,1001486300,,,,,,from southern east parking lot to tennis courts,Parks,Asphalt,"Fleetwood Park, 15802 80 Ave",Park,Parks,Parks,Surrey,,,,,,,P4,Vehicle Access,In Service,No,,,2009
657,,,,,(lbob new) ,,,,"P1 Path; Betty Huff Park, 13105 - Huntley Ave",,1001484878,,,,,,Balloch Dr. Park Entrance,Parks,Concrete,"Betty Huff Park, 13105 Huntley Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,2.5,2009
658,,,,,(lbob new) ,,,,"P2 Path; 31E - Utility ROW, 13378 - 92 Ave",,1001484882,,,,,,from 132B St entrance to Wildflower Greenway,Parks,Asphalt,"31E - Utility ROW, 13378 92 Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
659,,,Off-Street Multi-Use Pathway,,(lbob new) ,Multi-use,,Greenway,"T22 Trail; Blackie Spit, 3136 McBride Ave",,1001484885,,,,,,"From T9 near boat yard,circleing open middle area",Parks,Gravel,"Blackie Spit, 3136 McBride Ave",Park,Parks,Parks,Surrey,,,A,,,,T22,Multi-use Pathway,In Service,No,,2.5,2009
660,,,,,"(lbob new) prior to July 7, 2011 this path was a trail (T1) nwa

Few metres at east end are asphalt",,,,"P2 Path; Bridlewood Park, 2144 134 St",,1001484725,,,,,,From school yard through section of forest to the*,Parks,Gravel,"Bridlewood Park, 2144 134 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
661,,,,,(lbob new) ,,,,"T3 Trail; Serpentine Headwaters Park, 10249 160 St",,1001484731,,,,,,East-west through forest connecting 159A and 160 *,Parks,Gravel,"Serpentine Headwaters Park, 10249 160 St",Park,Parks,Parks,Surrey,,,B1,,,,T3,General Access and Recreation,In Service,No,,1.4000000000000001,2009
662,,,,,(lbob new) ,,,,"P4 Path; Frank Hurt Park, 13828 - 77 Ave",,1001484737,,,,,,from P1 towards sportsfield at an angle,Parks,Asphalt,"Frank Hurt Park, 13828 77 Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
663,,,,,(lbob new) ,,,,"P1 Path; 32E - Greenbelt, 13720 92 Ave",,1001484746,,,,,,"from 90 Ave & 136b St entrance to forest edge, th*",Parks,Concrete,"32E - Greenbelt, 13720 92 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
664,,,,,(lbob new) ,Recreation,,,"T111 Trail; Green Timbers Urban Forest Park, 14698 96 Ave",,1001484489,,,,,,"From 101 Ave and 145 St corner, linking w/ T110",Parks,Gravel,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,Parks,Parks,Surrey,,,A,,,,T111,Nature Trail,In Service,No,,1.6,2009
665,,,,,(lbob new) ,Recreation,,,"T1 Trail; Hi-Knoll Park, 19569 Colebrook Rd",,1001484494,,,,,,Southeast entrance of park to Colebrook Rd at the*,Parks,Dirt,"Hi-Knoll Park, 19569 Colebrook Rd",Park,Parks,Parks,Surrey,,,B2,,,,T1,Nature Trail,In Service,No,,1.5,2009
666,,,,,(lbob new) ,Recreation,,,"T64 Trail; Blackie Spit, 3136 McBride Ave",,1001484516,,,,,,Cutting form T63 to T9 (heading southeast) in sou*,Parks,Gravel,"Blackie Spit, 3136 McBride Ave",Park,Parks,Parks,Surrey,,,A,,,,T64,Nature Trail,In Service,No,,1.5,2009
667,,,,,(lbob new) ,,,,"P1 Path; 43D - Greenbelt, 8418 144 St",,1001484903,,,,,,From 144 St to 84 Ave,Parks,Asphalt,"43D - Greenbelt, 8418 144 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
