,AMANDA_ROWID,DESCRIPTION,PROJECT_NO,STATUS,WEBLINK
717,3329,,90-0152-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0152
718,3330,,90-0153-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0153
719,3331,,90-0154-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0154
720,3332,,90-0155-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0155
721,3333,,90-0156-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0156
722,3334,,90-0157-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0157
723,3335,,90-0158-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0158
724,3336,"Phase 0: 
Phase 1: ",90-0159-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0159
725,3337,,90-0160-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0160
726,3338,"Phase 0: 
Phase 1: ",90-0161-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0161
727,3339,,90-0162-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0162
728,3341,,90-0164-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0164
729,3342,,90-0165-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0165
730,3344,,90-0167-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0167
731,3345,,90-0168-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0168
732,3346,,90-0169-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0169
733,3347,,90-0170-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0170
734,3348,,90-0171-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0171
735,3349,,90-0172-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0172
736,3350,,90-0173-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0173
737,3351,,90-0174-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0174
738,3354,,90-0177-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0177
739,3355,,90-0178-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0178
740,3356,"Phase 0: 
Phase 1: ",90-0179-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0179
741,3357,,90-0180-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0180
742,3358,,90-0181-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0181
743,3359,,90-0182-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0182
744,3360,,90-0183-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0183
745,3361,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: ",90-0184-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0184
746,3362,,90-0185-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0185
747,3364,,90-0187-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0187
748,3365,,90-0188-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0188
749,3366,,90-0189-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0189
750,3367,,90-0190-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0190
751,3370,,90-0193-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0193
752,3371,,90-0194-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0194
753,3372,,90-0195-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0195
754,3373,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: ",90-0196-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0196
755,3374,,90-0197-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0197
756,3375,,90-0198-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0198
757,3377,,90-0200-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0200
758,3378,,90-0201-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0201
759,3379,,90-0202-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0202
760,3381,,90-0204-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0204
761,3382,,90-0205-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0205
762,3383,,90-0206-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0206
763,3384,,90-0207-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0207
764,3385,,90-0208-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0208
765,3386,"Phase 0: 
Phase 1: 
Phase 2: ",90-0209-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0209
766,3387,,90-0210-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0210
767,3388,,90-0211-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0211
768,3389,,90-0212-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0212
769,3390,,90-0213-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0213
770,3391,NORTH 4.65 METRES OF LOT 1 PL 70240     ,90-0214-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0214
771,3392,"Phase 0: 
Phase 1: ",90-0215-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0215
772,3393,PROPOSED LOT 1 OF REM 1 RP7585          ,90-0216-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0216
773,3394,,90-0217-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0217
774,3395,"Phase 0: 
Phase 1: ",90-0218-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0218
775,3396,,90-0219-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0219
776,3397,,90-0220-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0220
777,3398,,90-0221-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0221
778,3400,,90-0223-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0223
779,3401,,90-0224-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0224
780,3402,,90-0225-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0225
781,3403,,90-0226-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0226
782,3404,,90-0227-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0227
783,3405,,90-0228-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0228
784,3406,,90-0229-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0229
785,3407,,90-0230-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0230
786,3408,,90-0231-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0231
787,3409,,90-0232-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0232
788,3411,,90-0234-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0234
789,3413,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: ",90-0236-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0236
790,3415,,90-0238-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0238
791,3416,,90-0239-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0239
792,3417,,90-0240-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0240
793,3418,,90-0241-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0241
794,3419,,90-0242-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0242
795,3420,,90-0243-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0243
796,3422,"Phase 0: 
Phase 1: ",90-0245-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0245
797,3423,,90-0246-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0246
798,3427,,90-0250-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0250
799,3428,,90-0251-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0251
800,3430,,90-0253-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0253
801,3433,,90-0256-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0256
802,3435,,90-0258-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0258
803,3436,,90-0259-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0259
804,3437,,90-0260-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0260
805,3438,,90-0261-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0261
806,3439,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: ",90-0262-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0262
807,3440,,90-0263-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0263
808,3442,,90-0265-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0265
809,3443,,90-0266-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0266
810,3444,,90-0267-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0267
811,3445,"Phase 0: 
Phase 1: ",90-0268-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0268
812,3446,,90-0269-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0269
813,3447,,90-0270-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0270
814,3448,,90-0271-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0271
815,3449,,90-0272-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0272
816,3450,,90-0273-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0273
817,3451,,90-0274-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0274
818,3452,,90-0275-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0275
819,3453,,90-0276-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0276
820,3454,,90-0277-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0277
821,3455,,90-0278-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0278
822,3456,,90-0279-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0279
823,3457,,90-0280-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0280
824,3458,"Phase 0: 
Phase 1: ",90-0281-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0281
825,3459,,90-0282-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0282
826,3460,,90-0283-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0283
827,3461,,90-0284-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0284
828,3463,,90-0286-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0286
829,3464,,90-0287-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0287
830,3466,,90-0289-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0289
831,3467,,90-0290-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0290
832,3469,,90-0292-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0292
833,3470,"Phase 0: 
Phase 1: 
Phase 2: ",90-0293-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0293
834,3471,WEST 270 FT OF BOTH LOTS                ,90-0294-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0294
835,3478,"Phase 0: 
Phase 1: ",90-0301-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0301
836,3479,,90-0302-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0302
837,3481,"Phase 0: 
Phase 1: 
Phase 2: ",90-0304-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0304
838,3482,,90-0305-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0305
839,3483,,90-0306-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0306
840,3484,,90-0307-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0307
841,3485,,90-0308-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0308
842,3486,,90-0309-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0309
843,3487,,90-0310-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0310
844,3488,,90-0311-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0311
845,3489,,90-0312-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0312
846,3490,,90-0313-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0313
847,3491,,90-0314-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0314
848,3492,,90-0315-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0315
849,3494,,90-0317-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0317
850,3497,,90-0320-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0320
851,3498,,90-0321-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0321
852,3499,,90-0322-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0322
853,3500,,90-0323-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0323
854,3501,,90-0324-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0324
855,3502,,90-0325-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0325
856,3503,,90-0326-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0326
857,3506,,90-0329-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0329
858,3507,,90-0330-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0330
859,3508,,90-0331-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0331
860,3510,,90-0333-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0333
861,3511,,90-0334-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0334
862,3512,,90-0335-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0335
863,3513,,90-0336-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0336
864,3514,,90-0337-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0337
865,3515,,90-0338-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0338
866,3516,,90-0339-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0339
867,3517,,90-0340-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0340
868,3520,,90-0343-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0343
869,3522,,90-0345-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0345
870,3523,,90-0346-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0346
871,3526,,90-0349-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0349
872,3527,"Phase 0: 
Phase 1: ",90-0350-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0350
873,3528,,90-0351-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0351
874,3530,"Phase 0: 
Phase 1: ",90-0353-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0353
875,3531,,90-0354-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0354
876,3532,,90-0355-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0355
877,3533,,90-0356-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0356
878,3534,,90-0357-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0357
879,3535,,90-0358-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0358
880,3536,,90-0359-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0359
881,3537,,90-0360-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0360
882,3539,,90-0362-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0362
883,3540,,90-0363-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0363
884,3541,,90-0364-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0364
885,3543,,90-0366-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0366
886,3544,,90-0367-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0367
887,3546,,90-0369-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0369
888,3547,,90-0370-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0370
889,3548,,90-0371-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0371
890,3550,,90-0373-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0373
891,3551,,90-0374-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0374
892,3552,,90-0375-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0375
893,3554,,90-0377-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0377
894,3555,,90-0378-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0378
895,3556,,90-0379-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0379
896,3557,,90-0380-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0380
897,3558,,90-0381-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0381
898,3559,,90-0382-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0382
899,3560,,90-0383-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0383
900,3562,,90-0385-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0385
901,3565,,90-0388-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0388
902,3566,,90-0389-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0389
903,3567,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: ",90-0390-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=90&seq=0390
